TransFactor	Target
ARNT2	LRFN1
ARNT2	LRP3
ARNT2	LRRC48
ARNT2	LRRN1
ARNT2	MAGED1
ARNT2	MAK
ARNT2	MCCC1
ARNT2	MCM2
ARNT2	MDFI
ARNT2	MED12
ARNT2	MEST
ARNT2	METTL21A
ARNT2	MEX3A
ARNT2	MGAT3
ARNT2	MIXL1
ARNT2	MRAP2
ARNT2	MRPL15
ARNT2	MRPS18C
ARNT2	MSI2
ARNT2	MTR
ARNT2	MTUS1
ARNT2	MUL1
ARNT2	MYLIP
ARNT2	NAGA
ARNT2	NAPA
ARNT2	NBEA
ARNT2	NCAM2
ARNT2	NEO1
ARNT2	NFYB
ARNT2	NHS
ARNT2	NKD2
ARNT2	NNT
ARNT2	NOD2
ARNT2	NOL4L
ARNT2	NPM2
ARNT2	NPPC
ARNT2	NPTXR
ARNT2	NR1D2
ARNT2	NRXN1
ARNT2	NRXN2
ARNT2	NT5DC3
ARNT2	NTF3
ARNT2	PDE10A
ARNT2	PDE4A
ARNT2	PDE6B
ARNT2	PDZK1IP1
ARNT2	PFN1
ARNT2	PGBD3
ARNT2	PGLYRP4
ARNT2	PHC1
ARNT2	PHC3
ARNT2	PI4KA
ARNT2	PKN1
ARNT2	PKP3
ARNT2	PLA2G6
ARNT2	PLEKHG5
ARNT2	PLEKHM2
ARNT2	PNMAL2
ARNT2	POGK
ARNT2	POGZ
ARNT2	POLR2L
ARNT2	POLR3G
ARNT2	PPIF
ARNT2	PPP1R13L
ARNT2	PPP1R14C
ARNT2	PPP1R9A
ARNT2	PPP2R2C
ARNT2	PRELID1
ARNT2	PRKAR2B
ARNT2	PRR18
ARNT2	PRR29
ARNT2	PSMB2
ARNT2	PTCH1
ARNT2	PTCH2
ARNT2	PTK6
ARNT2	PTPRS
ARNT2	PUM2
ARNT2	PYGL
ARNT2	RAD51D
ARNT2	RALGPS1
ARNT2	RAPGEF3
ARNT2	RASSF2
ARNT2	RBP4
ARNT2	REEP2
ARNT2	RELB
ARNT2	REM1
ARNT2	REPIN1
ARNT2	RGL1
ARNT2	RGS16
ARNT2	RHNO1
ARNT2	RIMKLA
ARNT2	RIN1
ARNT2	RND2
ARNT2	RNF138
ARNT2	RNF175
ARNT2	RTN4
ARNT2	SCCPDH
ARNT2	SEMA3G
ARNT2	SEPN1
ARNT2	SEPT3
ARNT2	SERPINB5
ARNT2	SFN
ARNT2	SFRP4
ARNT2	SH2D5
ARNT2	SIAH3
ARNT2	SLC12A7
ARNT2	SLC16A1
ARNT2	SLC1A7
ARNT2	SLC25A28
ARNT2	SLC26A11
ARNT2	SLC2A10
ARNT2	SLC31A2
ARNT2	SLC35F6
ARNT2	SLC38A5
ARNT2	SLC5A10
