TransFactor	Target
ARNT	CBX6
ARNT	CCDC107
ARNT	CCDC22
ARNT	CCDC47
ARNT	CCM2
ARNT	CCNT1
ARNT	CCNYL1
ARNT	CD2BP2
ARNT	CD302
ARNT	CD63
ARNT	CDIP1
ARNT	CDIPT
ARNT	CDK2AP1
ARNT	CDON
ARNT	CELF1
ARNT	CENPM
ARNT	CEP120
ARNT	CEP350
ARNT	CFL1
ARNT	CHD1L
ARNT	CHIC1
ARNT	CHMP2A
ARNT	CIB1
ARNT	CIPC
ARNT	CLASP1
ARNT	CLCN6
ARNT	CLCN7
ARNT	CLN3
ARNT	CLPP
ARNT	CMTM1
ARNT	CNPY2
ARNT	COMMD4
ARNT	COMMD9
ARNT	COPRS
ARNT	COPS7A
ARNT	COPZ1
ARNT	COQ4
ARNT	CREB3L2
ARNT	CSDE1
ARNT	CSTB
ARNT	CTSA
ARNT	CUL4A
ARNT	CUL4B
ARNT	DCXR
ARNT	DDX3X
ARNT	DDX42
ARNT	DDX49
ARNT	DDX59
ARNT	DEDD2
ARNT	DEK
ARNT	DENND6A
ARNT	DERA
ARNT	DGAT1
ARNT	DHX40
ARNT	DNAJB12
ARNT	DNLZ
ARNT	DNPH1
ARNT	DOCK1
ARNT	DOHH
ARNT	DPM3
ARNT	DRAP1
ARNT	DTYMK
ARNT	DUSP23
ARNT	DYM
ARNT	DYNLL2
ARNT	EEF2K
ARNT	EGLN2
ARNT	EHBP1
ARNT	EIF3A
ARNT	EIF3K
ARNT	EIF5AL1
ARNT	EMC9
ARNT	EPB41L2
ARNT	EPC1
ARNT	ERCC6
ARNT	ERG
ARNT	ERMAP
ARNT	ERN1
ARNT	ERP29
ARNT	ESRP2
ARNT	EZH1
ARNT	FAHD2A
ARNT	FAM131B
ARNT	FAM168B
ARNT	FAM179B
ARNT	FAM184B
ARNT	FAM212B
ARNT	FAM217B
ARNT	FAM21A
ARNT	FAM21C
ARNT	FAM3A
ARNT	FAM63B
ARNT	FAM8A1
ARNT	FAM96B
ARNT	FAR2
ARNT	FASTK
ARNT	FBXL15
ARNT	FBXW5
ARNT	FDX1L
ARNT	FIS1
ARNT	FLAD1
ARNT	FNDC3A
ARNT	FRMD3
ARNT	FRMD6
ARNT	FUBP3
ARNT	FUT11
ARNT	FXYD2
ARNT	GAS2L3
ARNT	GEMIN4
ARNT	GET4
ARNT	GFOD1
ARNT	GIGYF2
ARNT	GNA13
ARNT	GNAS
ARNT	GNG5
ARNT	GNPTG
ARNT	GPALPP1
ARNT	GPBP1L1
ARNT	GPR176
ARNT	GPS2
ARNT	GPX1
ARNT	GSDMD
ARNT	GTF2A1
ARNT	GTF3A
ARNT	GUK1
ARNT	HAGH
ARNT	HBS1L
ARNT	HCFC1R1
ARNT	HEATR1
ARNT	HEBP2
ARNT	HECTD1
ARNT	HHAT
ARNT	HNRNPDL
ARNT	HNRNPU
ARNT	HSD3B7
ARNT	HSF1
ARNT	HSPE1
ARNT	HTATIP2
ARNT	IKBKG
ARNT	IKZF5
ARNT	IL32
ARNT	ILDR2
ARNT	IMMP1L
ARNT	INPP5F
ARNT	INTS6
ARNT	IRAK3
ARNT	ISOC2
ARNT	ITGA8
ARNT	JMJD8
ARNT	KAT6B
ARNT	KDM4C
ARNT	KEAP1
ARNT	KIAA0196
ARNT	KIDINS220
ARNT	KIF5B
ARNT	KLF11
ARNT	KLF13
ARNT	KLF16
ARNT	KLHL28
ARNT	KLHL8
ARNT	KRR1
ARNT	LACC1
ARNT	LAMTOR1
ARNT	LAMTOR4
ARNT	LATS2
ARNT	LDLRAD4
ARNT	LIN7B
ARNT	LMF1
ARNT	LONP1
ARNT	LPP
ARNT	LRIG2
ARNT	LRIG3
ARNT	LTBR
ARNT	MACROD1
ARNT	MADD
ARNT	MAPK1
ARNT	MARCH6
ARNT	MARCH8
ARNT	MB21D1
ARNT	MBTD1
ARNT	MED1
ARNT	MED13
ARNT	MED13L
ARNT	MEF2BNB
ARNT	MEF2D
ARNT	METTL23
ARNT	METTL5
ARNT	MFAP3
ARNT	MFSD3
ARNT	MGAT4A
ARNT	MGMT
ARNT	MIEN1
ARNT	MKKS
ARNT	MKL2
ARNT	MMAB
ARNT	MPG
ARNT	MPHOSPH8
ARNT	MPLKIP
ARNT	MPST
ARNT	MRPL15
ARNT	MRPL27
ARNT	MRPL36
ARNT	MRPL4
ARNT	MRPL48
ARNT	MRPS18A
ARNT	MRPS33
ARNT	MTERF3
ARNT	MTG2
ARNT	MVK
ARNT	MXD3
ARNT	MYDGF
ARNT	MYO9A
ARNT	NAPA
ARNT	NBEA
ARNT	NDUFA3
ARNT	NDUFA7
ARNT	NDUFB1
ARNT	NDUFB10
ARNT	NDUFB2
ARNT	NDUFC2
ARNT	NDUFS6
ARNT	NEK1
ARNT	NFKBIB
ARNT	NFX1
ARNT	NHP2L1
ARNT	NIT2
ARNT	NME2
ARNT	NOP10
ARNT	NR2F2
ARNT	NR3C1
ARNT	NRAS
ARNT	NRP1
ARNT	NTMT1
ARNT	NUDT18
ARNT	NUDT9
ARNT	OAZ1
ARNT	OCEL1
ARNT	PANK3
ARNT	PARG
ARNT	PCYT2
ARNT	PDCD2L
ARNT	PDDC1
ARNT	PDE4B
ARNT	PDP2
ARNT	PDPR
ARNT	PDZK1IP1
ARNT	PEMT
ARNT	PFDN2
ARNT	PFDN6
ARNT	PFN1
ARNT	PHACTR2
ARNT	PHC3
ARNT	PHKG2
ARNT	PI4KA
ARNT	PIGM
ARNT	PKD2
ARNT	PLCG2
ARNT	PLEKHM3
ARNT	PNPO
ARNT	POGK
ARNT	POLR2F
ARNT	POLR2L
ARNT	POLRMT
ARNT	POMP
