TransFactor	Target
ATF2	PIK3CG
ATF2	PIK3R4
ATF2	PIKFYVE
ATF2	PIN1
ATF2	PIP5K1A
ATF2	PJA2
ATF2	PKN2
ATF2	PLEKHA1
ATF2	PLEKHJ1
ATF2	PLEKHM3
ATF2	PLS1
ATF2	PLXNC1
ATF2	PMVK
ATF2	PNPLA8
ATF2	POLK
ATF2	POLR1A
ATF2	POLR2B
ATF2	POLR2F
ATF2	POLR2H
ATF2	POLR2I
ATF2	POLR2L
ATF2	POLR3A
ATF2	POMK
ATF2	POP4
ATF2	POP5
ATF2	POP7
ATF2	PPAN
ATF2	PPCDC
ATF2	PPIB
ATF2	PPIG
ATF2	PPIP5K2
ATF2	PPM1D
ATF2	PPP1R12A
ATF2	PPP1R35
ATF2	PPP1R7
ATF2	PPP2R5E
ATF2	PPP4C
ATF2	PPP4R2
ATF2	PPTC7
ATF2	PQBP1
ATF2	PRDM10
ATF2	PRDX2
ATF2	PRDX5
ATF2	PRELID1
ATF2	PREPL
ATF2	PROSER3
ATF2	PROX1
ATF2	PRPF31
ATF2	PRPF40A
ATF2	PRPF4B
ATF2	PRPF6
ATF2	PRR11
ATF2	PRR14L
ATF2	PRRC1
ATF2	PRRC2C
ATF2	PSENEN
ATF2	PSMA4
ATF2	PSMB3
ATF2	PSMB4
ATF2	PSMB6
ATF2	PSMB7
ATF2	PSMC1
ATF2	PSMC3
ATF2	PSMD13
ATF2	PSMD9
ATF2	PSME2
ATF2	PSMG3
ATF2	PSMG4
ATF2	PTAR1
ATF2	PTGES2
ATF2	PTOV1
ATF2	PTPN11
ATF2	PTPRG
ATF2	PTRH1
ATF2	PUM1
ATF2	PUM2
ATF2	PURA
ATF2	PUS7L
ATF2	QKI
ATF2	QSER1
ATF2	QTRT1
ATF2	QTRTD1
ATF2	RAB18
ATF2	RAB24
ATF2	RAB30
ATF2	RAB3GAP1
ATF2	RAB4B
ATF2	RAB5A
ATF2	RABAC1
ATF2	RABGAP1
ATF2	RAD23A
ATF2	RAD50
ATF2	RALGAPB
ATF2	RANBP2
ATF2	RAPGEF6
ATF2	RASA1
ATF2	RASA2
ATF2	RASSF3
ATF2	RBAK
ATF2	RBBP4
ATF2	RBBP5
ATF2	RBBP6
ATF2	RBL1
ATF2	RBL2
ATF2	RBM12
ATF2	RBM12B
ATF2	RBM25
ATF2	RBM26
ATF2	RBM27
ATF2	RBM42
ATF2	RBM43
ATF2	RBX1
ATF2	RC3H2
ATF2	RCBTB1
ATF2	RCOR1
ATF2	RDX
ATF2	RECQL
ATF2	REL
ATF2	REST
ATF2	REV1
ATF2	REV3L
ATF2	RFXANK
ATF2	RHBDD1
ATF2	RHOT1
ATF2	RIC1
ATF2	RICTOR
ATF2	RIF1
ATF2	RLF
ATF2	RNASEH2C
ATF2	RNASEK
ATF2	RNF111
ATF2	RNF126
ATF2	RNF168
ATF2	RNF169
ATF2	RNF25
ATF2	RNF38
ATF2	RNF6
ATF2	RNMT
ATF2	ROMO1
ATF2	RP2
ATF2	RP9
ATF2	RPL11
ATF2	RPL12
ATF2	RPL13
ATF2	RPL13A
ATF2	RPL14
ATF2	RPL18
ATF2	RPL18A
ATF2	RPL19
ATF2	RPL23
ATF2	RPL24
ATF2	RPL26L1
ATF2	RPL27
ATF2	RPL27A
ATF2	RPL28
ATF2	RPL29
ATF2	RPL30
ATF2	RPL31
ATF2	RPL32
ATF2	RPL34
ATF2	RPL35
ATF2	RPL35A
ATF2	RPL36
ATF2	RPL36AL
ATF2	RPL37
ATF2	RPL37A
ATF2	RPL38
ATF2	RPL39
ATF2	RPL41
ATF2	RPL8
ATF2	RPLP1
ATF2	RPLP2
ATF2	RPP21
ATF2	RPP25L
ATF2	RPS10
ATF2	RPS11
ATF2	RPS13
ATF2	RPS14
ATF2	RPS15
ATF2	RPS16
ATF2	RPS19
ATF2	RPS19BP1
ATF2	RPS20
ATF2	RPS21
ATF2	RPS24
ATF2	RPS29
ATF2	RPS6KA3
ATF2	RPS6KA5
ATF2	RPS9
ATF2	RQCD1
ATF2	RRAGC
ATF2	RREB1
ATF2	RRP1
ATF2	RRP8
ATF2	RSBN1
ATF2	RSBN1L
ATF2	RSF1
ATF2	RSPRY1
ATF2	RSRC1
ATF2	RUFY2
ATF2	RUVBL2
ATF2	SACM1L
ATF2	SAMD4B
ATF2	SAMD8
ATF2	SARNP
ATF2	SART1
ATF2	SCAF11
ATF2	SCAF8
ATF2	SCAND1
ATF2	SCNM1
ATF2	SCO2
ATF2	SCYL2
ATF2	SDAD1
ATF2	SDE2
ATF2	SDHAF2
ATF2	SEC23A
ATF2	SEC23IP
ATF2	SEC24A
ATF2	SEC24D
ATF2	SEC31A
ATF2	SEC61B
ATF2	SEC61G
ATF2	SECISBP2L
ATF2	SENP1
ATF2	SENP6
ATF2	SENP7
ATF2	SEPT7
ATF2	SERF2
ATF2	SERINC3
ATF2	SERINC5
ATF2	SERTAD1
ATF2	SETD2
ATF2	SETD5
ATF2	SETX
ATF2	SF3A1
ATF2	SF3B1
ATF2	SF3B5
ATF2	SGTA
ATF2	SHARPIN
ATF2	SHFM1
ATF2	SHPRH
ATF2	SIRT1
ATF2	SIRT6
ATF2	SIVA1
ATF2	SKIL
ATF2	SKP2
ATF2	SLAIN2
ATF2	SLC10A7
ATF2	SLC12A6
ATF2	SLC25A28
ATF2	SLC25A40
ATF2	SLC25A46
ATF2	SLC30A1
ATF2	SLC30A5
ATF2	SLC30A6
ATF2	SLC33A1
ATF2	SLC35A3
ATF2	SLC35A5
ATF2	SLC35E3
ATF2	SLC35F5
ATF2	SLC38A7
ATF2	SLC39A3
ATF2	SLIRP
ATF2	SLTM
ATF2	SMARCA5
ATF2	SMARCAD1
ATF2	SMC1A
ATF2	SMC2
ATF2	SMC3
ATF2	SMCHD1
ATF2	SMDT1
ATF2	SMEK2
ATF2	SMG1
ATF2	SMIM4
ATF2	SNF8
ATF2	SNIP1
ATF2	SNRNP200
ATF2	SNRNP35
ATF2	SNRPA
ATF2	SNRPD2
ATF2	SNRPD3
ATF2	SNRPE
ATF2	SNRPF
ATF2	SNX12
ATF2	SNX4
ATF2	SOCS5
ATF2	SOCS7
ATF2	SON
ATF2	SOS1
ATF2	SP1
ATF2	SP2
ATF2	SP3
ATF2	SP4
ATF2	SPAG9
ATF2	SPAST
ATF2	SPG11
ATF2	SPIN1
ATF2	SPTBN1
ATF2	SPTY2D1
ATF2	SRA1
ATF2	SRBD1
ATF2	SREK1
ATF2	SRFBP1
ATF2	SRRM1
ATF2	SRRM2
ATF2	SRSF11
ATF2	SS18L2
ATF2	SSH1
ATF2	SSNA1
ATF2	SSSCA1
ATF2	STAG1
ATF2	STAG2
ATF2	STAM
ATF2	STAM2
ATF2	STK4
ATF2	STRN
ATF2	STT3B
ATF2	STUB1
ATF2	STX8
ATF2	STXBP3
ATF2	SUGP1
ATF2	SUV420H1
ATF2	SWAP70
ATF2	SWI5
ATF2	SWSAP1
ATF2	SYDE2
ATF2	SYNJ1
