sample	StromalScore	ImmuneScore	ESTIMATEScore
TCGA-HT-7860-01	-583.6251047	-149.031627	-732.6567317
TCGA-HT-7873-01	-1114.874779	-975.2912713	-2090.166051
TCGA-HT-7874-01	-1399.551508	-1696.6987	-3096.250208
TCGA-HT-7875-01	-1574.36229	-1777.0116	-3351.37389
TCGA-HT-7877-01	-1448.912493	-1577.520439	-3026.432932
TCGA-HT-7879-01	-940.5200569	-781.1645595	-1721.684616
TCGA-HT-7880-01	-1314.353234	-1398.615764	-2712.968997
TCGA-HT-7881-01	-1592.932519	-1851.901442	-3444.833961
TCGA-HT-7882-01	1473.563736	1167.105703	2640.669439
TCGA-HT-7884-01	-1429.228811	-1520.73725	-2949.966062
TCGA-HT-7902-01	-1334.579445	-1250.104422	-2584.683867
TCGA-HT-8010-01	-1149.03854	-1171.428733	-2320.467273
TCGA-HT-8011-01	-1405.520844	-1274.705928	-2680.226772
TCGA-HT-8012-01	-1410.445969	-1295.08226	-2705.528228
TCGA-HT-8013-01	-726.1461284	452.5952782	-273.5508502
TCGA-HT-8015-01	-898.6592138	-865.5557275	-1764.214941
TCGA-HT-8018-01	-147.8962278	-384.0033399	-531.8995677
TCGA-HT-8019-01	-1422.950876	-1942.428863	-3365.379739
TCGA-HT-8104-01	-883.8401582	-1002.617327	-1886.457485
TCGA-HT-8105-01	-1437.303568	-1352.740374	-2790.043943
TCGA-HT-8106-01	368.4763094	1740.076129	2108.552438
TCGA-HT-8107-01	-1272.774596	-1728.41486	-3001.189456
TCGA-HT-8108-01	-1011.720941	-228.6425301	-1240.363471
TCGA-HT-8109-01	-1242.342666	-1213.623272	-2455.965937
TCGA-HT-8110-01	-360.8675686	701.846279	340.9787103
TCGA-HT-8111-01	-1040.711885	-289.8131832	-1330.525068
TCGA-HT-8113-01	-1604.996046	-1898.202203	-3503.198249
TCGA-HT-8114-01	-411.2082286	26.07663394	-385.1315947
TCGA-HT-8558-01	-1476.105321	-1904.807662	-3380.912984
TCGA-HT-8563-01	549.7809099	1353.096328	1902.877238
TCGA-HT-8564-01	-1007.584254	-983.4915409	-1991.075795
TCGA-HT-A4DS-01	-1098.719073	-30.30861542	-1129.027689
TCGA-HT-A4DV-01	-1427.075661	-1111.692961	-2538.768622
TCGA-HT-A5R5-01	-753.184782	-112.8618485	-866.0466305
TCGA-HT-A5R7-01	-1427.574326	-1330.937155	-2758.511481
TCGA-HT-A5R9-01	-1484.894858	-1765.824507	-3250.719365
TCGA-HT-A5RA-01	-694.2089141	-678.8453708	-1373.054285
TCGA-HT-A5RB-01	-1521.624861	-1676.601041	-3198.225902
TCGA-HT-A5RC-01	-888.0693791	-573.0534035	-1461.122783
TCGA-HT-A614-01	-1500.120182	-1036.379434	-2536.499616
TCGA-HT-A615-01	-1149.53124	-326.8289833	-1476.360223
TCGA-HT-A616-01	-1442.06844	-1497.400109	-2939.468549
TCGA-HT-A617-01	-396.0251192	-97.25082597	-493.2759451
TCGA-HT-A618-01	-710.853496	421.1098786	-289.7436174
TCGA-HT-A619-01	-1685.604075	-1716.97981	-3402.583884
TCGA-HT-A61A-01	-1362.379476	-1627.867935	-2990.247411
TCGA-HT-A61B-01	-582.512388	486.15717	-96.35521796
TCGA-HT-A61C-01	-1019.307018	-555.3190992	-1574.626117
TCGA-HT-A74H-01	-548.9131872	-414.2134043	-963.1265915
TCGA-HT-A74J-01	-1456.622273	-932.9096278	-2389.531901
TCGA-HT-A74K-01	-876.038357	-793.5678805	-1669.606238
TCGA-HT-A74L-01	-1273.875429	-873.0709762	-2146.946405
TCGA-HT-A74O-01	-777.201891	182.568695	-594.633196
TCGA-HW-7486-01	-1106.628271	-905.2194335	-2011.847705
TCGA-HW-7487-01	-1685.304714	-1679.755798	-3365.060512
TCGA-HW-7489-01	-1401.417965	-1329.949694	-2731.367659
TCGA-HW-7490-01	-1029.513443	-798.6111327	-1828.124575
TCGA-HW-7491-01	-1441.273522	-1535.02203	-2976.295552
TCGA-HW-7493-01	-609.5254751	-654.8990906	-1264.424566
TCGA-HW-7495-01	-1457.42918	-1665.986595	-3123.415775
TCGA-HW-8319-01	-1428.318881	-1283.541937	-2711.860818
TCGA-HW-8320-01	-1120.927036	-788.1486876	-1909.075724
TCGA-HW-8321-01	-1011.189874	-858.3093879	-1869.499262
TCGA-HW-8322-01	-1491.375275	-1210.085847	-2701.461122
TCGA-HW-A5KJ-01	-1663.767751	-1582.643683	-3246.411434
TCGA-HW-A5KK-01	-531.4086396	310.9776668	-220.4309729
TCGA-HW-A5KL-01	-1185.799731	-775.1282801	-1960.928011
TCGA-HW-A5KM-01	-123.5553449	1237.618902	1114.063557
TCGA-IK-7675-01	-1359.435857	-1496.092302	-2855.528158
TCGA-IK-8125-01	-1360.766354	-1340.147084	-2700.913437
TCGA-KT-A74X-01	-1576.47448	-1306.700893	-2883.175373
TCGA-KT-A7W1-01	-1340.640432	-1123.145756	-2463.786189
TCGA-P5-A5ET-01	-1666.952224	-1785.170364	-3452.122588
TCGA-P5-A5EU-01	-617.3204867	-126.8303704	-744.1508571
TCGA-P5-A5EV-01	-1313.020439	-910.1271376	-2223.147576
TCGA-P5-A5EW-01	-1058.182121	-827.5360028	-1885.718124
TCGA-P5-A5EX-01	-309.1082067	248.3173971	-60.79080953
TCGA-P5-A5EY-01	-1123.126427	-1090.311109	-2213.437536
TCGA-P5-A5EZ-01	-1026.671451	-634.8855537	-1661.557005
TCGA-P5-A5F0-01	-1857.70413	-1985.052304	-3842.756434
TCGA-P5-A5F1-01	-1005.550095	-690.4163292	-1695.966424
TCGA-P5-A5F2-01	-1658.127198	-1588.251236	-3246.378434
TCGA-P5-A5F4-01	-1576.162084	-1820.492778	-3396.654862
TCGA-P5-A5F6-01	-958.0989866	-1219.915059	-2178.014046
TCGA-P5-A72U-01	83.88008347	-213.7894796	-129.9093962
TCGA-P5-A72W-01	-1548.299387	-1063.934459	-2612.233846
TCGA-P5-A72X-01	-972.4626386	-1106.075972	-2078.538611
TCGA-P5-A72Z-01	-1719.284285	-1710.961982	-3430.246267
TCGA-P5-A730-01	-1277.592764	-1409.88763	-2687.480394
TCGA-P5-A731-01	-846.1033179	-1027.650445	-1873.753763
TCGA-P5-A733-01	-1474.460581	-1439.221107	-2913.681687
TCGA-P5-A735-01	-1579.700842	-1057.436901	-2637.137743
TCGA-P5-A736-01	-534.2597877	178.6620996	-355.5976881
TCGA-P5-A737-01	-1546.834613	-1275.421481	-2822.256093
TCGA-P5-A77W-01	-1721.11308	-1694.509612	-3415.622692
TCGA-P5-A77X-01	-1736.666303	-1826.5452	-3563.211503
TCGA-P5-A780-01	-880.6530113	-766.09135	-1646.744361
TCGA-P5-A781-01	-1384.115172	-1362.277291	-2746.392464
TCGA-QH-A65R-01	-1569.853517	-1486.903882	-3056.757399
TCGA-QH-A65S-01	-1237.157005	-648.6253554	-1885.78236
TCGA-QH-A65V-01	-1454.296226	-1055.585264	-2509.88149
TCGA-QH-A65X-01	-1166.395339	-967.9866853	-2134.382025
TCGA-QH-A65Z-01	-1716.377572	-1497.102332	-3213.479904
TCGA-QH-A6CS-01	-823.7477079	-602.2547347	-1426.002443
TCGA-QH-A6CU-01	-1109.766233	-638.6609118	-1748.427145
TCGA-QH-A6CV-01	-906.6805754	-184.5891871	-1091.269762
TCGA-QH-A6CW-01	-1170.393564	-514.3444214	-1684.737986
TCGA-QH-A6CX-01	-887.4299325	-413.2068668	-1300.636799
TCGA-QH-A6CY-01	-1569.290022	-1504.655763	-3073.945786
TCGA-QH-A6CZ-01	-1666.387833	-1740.452417	-3406.84025
TCGA-QH-A6X3-01	-1279.160588	-969.6656262	-2248.826214
TCGA-QH-A6X4-01	-1860.314501	-1374.077383	-3234.391884
TCGA-QH-A6X5-01	-1485.358492	-1268.252226	-2753.610718
TCGA-QH-A6X8-01	-1580.578151	-1261.167556	-2841.745708
TCGA-QH-A6X9-01	-1452.839128	-1349.447477	-2802.286605
TCGA-QH-A6XA-01	-1205.505674	-935.7124822	-2141.218157
TCGA-QH-A6XC-01	-1242.661107	-951.5884517	-2194.249558
TCGA-QH-A86X-01	-1547.910428	-1421.875079	-2969.785507
TCGA-QH-A870-01	-1548.905736	-1243.317391	-2792.223127
TCGA-R8-A6MK-01	-1649.663511	-1221.593944	-2871.257454
TCGA-R8-A6ML-01	-1778.503751	-1585.727669	-3364.23142
TCGA-R8-A6MO-01	-1414.843832	-906.0218746	-2320.865707
TCGA-R8-A6YH-01	-1394.872196	-1138.282441	-2533.154637
TCGA-R8-A73M-01	-1895.047228	-1604.759943	-3499.80717
TCGA-RY-A83X-01	-1614.488704	-1554.265277	-3168.753981
TCGA-RY-A83Y-01	-1483.699754	-860.8561252	-2344.555879
TCGA-RY-A83Z-01	-1841.327679	-915.5544443	-2756.882124
TCGA-RY-A840-01	-1710.227287	-1473.549686	-3183.776973
TCGA-RY-A843-01	-1422.837893	-1085.737071	-2508.574964
TCGA-RY-A845-01	-1431.852515	-1140.101539	-2571.954054
TCGA-RY-A847-01	-1124.347168	-595.682539	-1720.029707
TCGA-S9-A6TS-01	-1264.898892	-777.9379456	-2042.836838
TCGA-S9-A6TU-01	-944.0732837	-323.939867	-1268.013151
TCGA-S9-A6TV-01	-336.2141044	255.9749657	-80.23913874
TCGA-S9-A6TW-01	-995.4336993	-1219.68047	-2215.114169
TCGA-S9-A6TX-01	-1398.508795	-1231.303281	-2629.812076
TCGA-S9-A6TY-01	-1953.416043	-1961.975987	-3915.39203
TCGA-S9-A6TZ-01	-905.0834205	-769.7781445	-1674.861565
TCGA-S9-A6U0-01	-3.042809323	283.6355465	280.5927372
TCGA-S9-A6U1-01	-1175.262412	-886.8034819	-2062.065894
TCGA-S9-A6U2-01	-1100.683132	-999.9117371	-2100.594869
TCGA-S9-A6U5-01	-1313.804337	-513.2540405	-1827.058378
TCGA-S9-A6U6-01	-1405.314404	-1070.574397	-2475.8888
TCGA-S9-A6U8-01	-999.0684494	-369.7313527	-1368.799802
TCGA-S9-A6U9-01	-535.2108747	66.22200097	-468.9888737
TCGA-S9-A6UA-01	239.5241257	646.7945516	886.3186773
TCGA-S9-A6UB-01	-1841.287586	-1796.390349	-3637.677935
TCGA-S9-A6WD-01	-1739.359542	-1556.843538	-3296.20308
TCGA-S9-A6WE-01	-1484.164635	-1261.02398	-2745.188615
TCGA-S9-A6WG-01	56.66164104	-126.186206	-69.52456498
TCGA-S9-A6WH-01	-1712.671452	-1541.870715	-3254.542167
TCGA-S9-A6WI-01	-1414.703211	-1819.734751	-3234.437961
TCGA-S9-A6WL-01	-872.5687058	-1479.878683	-2352.447389
TCGA-S9-A6WM-01	-813.1333753	-1099.729759	-1912.863135
TCGA-S9-A6WN-01	-441.7548509	187.8339152	-253.9209356
TCGA-S9-A6WO-01	-1210.773001	-467.9583601	-1678.731361
TCGA-S9-A6WP-01	-1282.370262	-673.3826841	-1955.752946
TCGA-S9-A6WQ-01	-1022.423284	-302.954572	-1325.377856
TCGA-S9-A7IQ-01	-1643.613262	-2029.355675	-3672.968937
TCGA-S9-A7IS-01	-1639.777227	-1280.919763	-2920.69699
TCGA-S9-A7IX-01	-551.1265041	-316.0182235	-867.1447276
TCGA-S9-A7IY-01	-1158.207857	-457.0587294	-1615.266587
TCGA-S9-A7IZ-01	-1137.330692	-672.5858638	-1809.916556
TCGA-S9-A7J0-01	-1868.329745	-1486.332192	-3354.661937
TCGA-S9-A7J1-01	-1244.440846	-1188.784643	-2433.225489
TCGA-S9-A7J2-01	-1624.290985	-1604.186232	-3228.477218
TCGA-S9-A7J3-01	-1394.358913	-1047.75468	-2442.113593
TCGA-S9-A7QW-01	-1844.702453	-1589.292157	-3433.99461
TCGA-S9-A7QX-01	-1388.116138	-587.7294933	-1975.845631
TCGA-S9-A7QY-01	-1703.21078	-1535.891087	-3239.101867
TCGA-S9-A7QZ-01	-1699.374984	-1832.270888	-3531.645872
TCGA-S9-A7R1-01	-1623.280992	-1706.632163	-3329.913155
TCGA-S9-A7R2-01	-557.6205494	124.692037	-432.9285124
TCGA-S9-A7R3-01	-1057.022372	-635.9289627	-1692.951334
TCGA-S9-A7R4-01	-362.5441382	-428.1226922	-790.6668304
TCGA-S9-A7R7-01	10.49372177	309.2219597	319.7156815
TCGA-S9-A7R8-01	-1098.485687	-387.9482795	-1486.433967
TCGA-S9-A89V-01	-931.6661806	-735.6424314	-1667.308612
TCGA-S9-A89Z-01	-573.7946132	20.59045651	-553.2041567
TCGA-TM-A7C3-01	-1194.935447	-1468.368253	-2663.303699
TCGA-TM-A7C4-01	-1589.986273	-1732.000927	-3321.9872
TCGA-TM-A7C5-01	-1635.722997	-1574.347851	-3210.070848
TCGA-TM-A7CA-01	-1606.161869	-1369.17672	-2975.338588
TCGA-TM-A7CF-01	-1705.503366	-1638.726446	-3344.229811
TCGA-TM-A7CF-02	-1823.278331	-1552.485823	-3375.764154
TCGA-TM-A84B-01	-1097.381311	-1535.990667	-2633.371978
TCGA-TM-A84C-01	-647.0114736	-442.3646948	-1089.376168
TCGA-TM-A84F-01	-571.165572	509.0308862	-62.13468588
TCGA-TM-A84G-01	-1746.190605	-1857.288325	-3603.47893
TCGA-TM-A84H-01	-1625.08868	-1286.934904	-2912.023584
TCGA-TM-A84I-01	-1444.254568	-1045.641995	-2489.896562
TCGA-TM-A84J-01	-1111.292628	-1655.622411	-2766.915039
TCGA-TM-A84L-01	-812.6961713	-440.3079977	-1253.004169
TCGA-TM-A84M-01	-1781.562261	-1684.014568	-3465.57683
TCGA-TM-A84O-01	-1221.998443	-1077.683374	-2299.681817
TCGA-TM-A84Q-01	-957.6456906	-299.4384183	-1257.084109
TCGA-TM-A84R-01	-1490.058843	-1921.641052	-3411.699895
TCGA-TM-A84S-01	-1337.196856	-1008.644823	-2345.841678
TCGA-TM-A84T-01	-1231.808582	-872.0101858	-2103.818768
TCGA-TQ-A7RF-01	-1580.111054	-915.4535727	-2495.564627
TCGA-TQ-A7RG-01	-1272.825023	-1046.451936	-2319.276959
TCGA-TQ-A7RH-01	-942.0104763	-434.6161782	-1376.626654
TCGA-TQ-A7RI-01	-1444.290861	-1085.210891	-2529.501752
TCGA-TQ-A7RJ-01	-1218.401464	-588.5452278	-1806.946692
TCGA-TQ-A7RK-01	-1659.130716	-1356.065406	-3015.196122
TCGA-TQ-A7RK-02	-1205.436758	-778.1212331	-1983.557992
TCGA-TQ-A7RK-02-1	-1128.656246	-1116.967148	-2245.623395
TCGA-TQ-A7RM-01	-1590.792067	-1910.916129	-3501.708196
TCGA-TQ-A7RN-01	-1576.617473	-1450.287697	-3026.905171
TCGA-TQ-A7RO-01	-1562.479731	-1373.061814	-2935.541546
TCGA-TQ-A7RP-01	-782.3771483	-914.6428083	-1697.019957
TCGA-TQ-A7RQ-01	-1803.814647	-1951.413662	-3755.228309
TCGA-TQ-A7RR-01	-1156.710134	-645.7445638	-1802.454698
TCGA-TQ-A7RS-01	-1722.485452	-1626.457467	-3348.942918
TCGA-TQ-A7RU-01	-1550.631829	-1643.182995	-3193.814824
TCGA-TQ-A7RV-01	-1527.113832	-1346.052247	-2873.166079
TCGA-TQ-A7RV-02	-745.25568	-778.1632221	-1523.418902
TCGA-TQ-A7RW-01	-789.2773104	-21.54997563	-810.827286
TCGA-TQ-A8XE-01	-1530.376161	-1071.646187	-2602.022348
TCGA-TQ-A8XE-02	-857.8443184	-384.9988588	-1242.843177
TCGA-VM-A8C8-01	-1159.677439	-712.6733235	-1872.350763
TCGA-VM-A8C9-01	-377.8480295	522.2578826	144.409853
TCGA-VM-A8CA-01	-1009.53997	-787.4998549	-1797.039825
TCGA-VM-A8CB-01	-1879.966371	-1609.813536	-3489.779907
TCGA-VM-A8CD-01	-789.7827319	-369.7319112	-1159.514643
TCGA-VM-A8CE-01	-1247.573951	-1280.790594	-2528.364545
TCGA-VM-A8CF-01	-870.5757167	196.1176168	-674.4580999
TCGA-VM-A8CH-01	-1016.007171	-498.5875656	-1514.594737
TCGA-VV-A829-01	-1244.599851	-868.3138866	-2112.913738
TCGA-VV-A86M-01	-1313.636141	-508.6507007	-1822.286842
TCGA-VW-A7QS-01	-1561.958453	-1591.037399	-3152.995851
TCGA-VW-A8FI-01	-1214.36504	-492.7796094	-1707.144649
TCGA-W9-A837-01	-1672.788667	-1677.697697	-3350.486364
TCGA-WH-A86K-01	-1321.130851	-926.5923518	-2247.723203
TCGA-WY-A858-01	-355.9066716	299.3795969	-56.52707475
TCGA-WY-A859-01	-1744.082274	-1828.520151	-3572.602425
TCGA-WY-A85A-01	-1535.288211	-997.6417935	-2532.930004
TCGA-WY-A85B-01	-954.9517414	-226.7908832	-1181.742625
TCGA-WY-A85C-01	-1310.909934	-1006.377286	-2317.287219
TCGA-WY-A85D-01	-1362.560247	-713.0765051	-2075.636752
TCGA-WY-A85E-01	-1751.31699	-1532.508044	-3283.825034
TCGA-05-4244-01	-771.6827609	460.8709387	-310.8118222
TCGA-05-4249-01	-292.3464333	567.3460261	274.9995928
TCGA-05-4250-01	-81.6479578	699.1093598	617.461402
TCGA-05-4382-01	875.8691527	1156.884567	2032.75372
TCGA-05-4384-01	-382.0335313	308.5367253	-73.49680602
TCGA-05-4389-01	-651.2558877	957.3133809	306.0574932
TCGA-05-4390-01	-175.6182622	-353.7743765	-529.3926387
TCGA-05-4395-01	-926.9808583	368.9164836	-558.0643748
TCGA-05-4396-01	-1018.190267	-630.6989908	-1648.889257
TCGA-05-4397-01	-940.1934843	17.35399028	-922.8394941
TCGA-05-4398-01	53.04179299	1019.754816	1072.796609
TCGA-05-4402-01	-84.32948123	391.087022	306.7575408
TCGA-05-4403-01	-184.5454073	875.3387988	690.7933915
TCGA-05-4405-01	545.158024	390.4732284	935.6312524
TCGA-05-4410-01	-390.2268004	942.8751245	552.6483241
TCGA-05-4415-01	-1450.025277	-421.7041826	-1871.72946
TCGA-05-4417-01	911.7053319	1087.297571	1999.002902
TCGA-05-4418-01	-390.8153293	746.449811	355.6344816
TCGA-05-4420-01	-755.0958981	-630.728709	-1385.824607
TCGA-05-4422-01	-940.3381917	938.9931617	-1.345029975
TCGA-05-4424-01	223.2361057	705.1162177	928.3523234
TCGA-05-4425-01	157.5609914	1121.092989	1278.653981
TCGA-05-4426-01	-879.0437206	227.287231	-651.7564897
TCGA-05-4427-01	-252.6415876	329.4995868	76.85799915
TCGA-05-4430-01	688.4283957	821.4313823	1509.859778
TCGA-05-4432-01	-408.9526689	342.8046759	-66.147993
TCGA-05-4433-01	-559.073687	1019.29363	460.2199427
TCGA-05-4434-01	349.1387776	1388.582694	1737.721472
TCGA-05-5420-01	352.7275254	2170.717178	2523.444703
TCGA-05-5423-01	-179.5353882	1315.288167	1135.752778
TCGA-05-5425-01	-114.2963156	1238.932163	1124.635847
TCGA-05-5428-01	-232.5869443	347.4918589	114.9049146
TCGA-05-5429-01	-844.1110756	-468.3453518	-1312.456427
TCGA-05-5715-01	160.6639867	511.7396135	672.4036002
TCGA-35-3615-01	-752.1395941	-67.16123593	-819.30083
TCGA-35-4122-01	416.5865692	1766.650231	2183.2368
TCGA-35-4123-01	256.1475028	1600.451739	1856.599242
TCGA-35-5375-01	-596.8524232	547.6882546	-49.16416858
TCGA-38-4625-01	-430.236991	470.8949755	40.65798458
TCGA-38-4626-01	781.1828715	1443.891607	2225.074479
TCGA-38-4627-01	1671.190764	1040.216732	2711.407496
TCGA-38-4628-01	17.24011992	291.0839809	308.3241008
TCGA-38-4629-01	578.1741826	1372.544766	1950.718949
TCGA-38-4630-01	-776.7376424	-807.0993655	-1583.837008
TCGA-38-4631-01	-1148.855774	-202.8415539	-1351.697328
TCGA-38-4632-01	-254.885647	1027.365921	772.4802743
TCGA-38-6178-01	-9.761868737	-34.25685558	-44.01872431
TCGA-38-7271-01	877.4339873	2214.82307	3092.257057
TCGA-38-A44F-01	136.1939639	1391.318679	1527.512643
TCGA-44-2655-01	-781.4129612	384.224749	-397.1882122
TCGA-44-2656-01	427.7228039	1650.262728	2077.985532
TCGA-44-2657-01	400.8125423	1859.770718	2260.583261
TCGA-44-2659-01	307.9113285	770.9206576	1078.831986
TCGA-44-2661-01	692.0287245	2043.626575	2735.655299
TCGA-44-2662-01	521.4328485	1212.535643	1733.968492
TCGA-44-2665-01	1098.130479	867.7529125	1965.883391
TCGA-44-2666-01	-1018.728192	-286.99092	-1305.719112
TCGA-44-2668-01	563.6588498	1351.403123	1915.061973
TCGA-44-3396-01	769.3246786	1373.333677	2142.658355
TCGA-44-3398-01	838.037114	1406.804813	2244.841927
TCGA-44-3918-01	707.242575	1774.007295	2481.24987
TCGA-44-3919-01	138.1105317	1138.466425	1276.576957
TCGA-44-4112-01	165.5937731	156.0589392	321.6527123
TCGA-44-5643-01	-1453.339188	-58.71461486	-1512.053803
TCGA-44-5644-01	-1409.329213	-1036.205796	-2445.535008
TCGA-44-5645-01	-89.30206791	1186.335503	1097.033435
TCGA-44-6145-01	328.5899253	1374.321967	1702.911892
TCGA-44-6146-01	-1272.841416	-620.9680313	-1893.809447
TCGA-44-6147-01	262.546615	562.7793021	825.325917
TCGA-44-6148-01	149.7858777	253.7583415	403.5442192
TCGA-44-6774-01	1476.621084	560.994957	2037.616041
TCGA-44-6775-01	991.0841386	1021.254795	2012.338934
TCGA-44-6776-01	-1229.016241	-718.2892239	-1947.305464
TCGA-44-6777-01	1635.385313	1761.97098	3397.356293
TCGA-44-6778-01	361.9007373	1901.228154	2263.128891
TCGA-44-6779-01	273.1911409	1367.645481	1640.836621
TCGA-44-7659-01	-887.1360134	143.8219097	-743.3141037
TCGA-44-7660-01	-1105.267084	-181.5874529	-1286.854537
TCGA-44-7661-01	521.1545761	1174.757134	1695.91171
TCGA-44-7662-01	678.8948286	528.6319247	1207.526753
TCGA-44-7667-01	-949.4463084	-758.5508147	-1707.997123
TCGA-44-7669-01	-486.9862708	258.9396624	-228.0466084
TCGA-44-7670-01	-1455.907606	-687.6203792	-2143.527985
TCGA-44-7671-01	-280.2226517	-592.0476137	-872.2702654
TCGA-44-7672-01	675.831061	1585.968693	2261.799754
TCGA-44-8117-01	-194.6878026	-196.4194601	-391.1072627
TCGA-44-8119-01	593.3917413	268.9009754	862.2927168
TCGA-44-8120-01	18.14839789	89.01708031	107.1654782
TCGA-44-A479-01	634.3798169	1536.673065	2171.052882
TCGA-44-A47A-01	-521.3066798	921.3273219	400.0206421
TCGA-44-A47B-01	-528.7671638	311.8327324	-216.9344314
TCGA-44-A47G-01	534.9239515	1605.2212	2140.145152
TCGA-44-A4SS-01	205.4224726	1128.407835	1333.830308
TCGA-44-A4SU-01	-508.1217595	110.1247647	-397.9969948
TCGA-49-4486-01	-1863.206628	-699.9060279	-2563.112656
TCGA-49-4487-01	176.3504165	1235.623251	1411.973667
TCGA-49-4488-01	-876.4406939	455.2597606	-421.1809333
TCGA-49-4490-01	-215.87969	-0.99960592	-216.8792959
TCGA-49-4494-01	-732.2670306	427.8755892	-304.3914414
TCGA-49-4501-01	48.13134441	677.7069719	725.8383163
TCGA-49-4505-01	92.10979167	1089.929309	1182.039101
TCGA-49-4506-01	-714.0068499	810.3617488	96.35489887
TCGA-49-4507-01	-722.9824331	1095.623434	372.6410006
TCGA-49-4510-01	-693.0662476	-322.6302491	-1015.696497
TCGA-49-4512-01	374.9603966	498.3727298	873.3331264
TCGA-49-4514-01	-1092.911372	268.6872317	-824.2241408
TCGA-49-6742-01	-1334.844244	-691.9369642	-2026.781208
TCGA-49-6743-01	3.195093443	247.8574184	251.0525119
TCGA-49-6744-01	698.1966912	1461.112398	2159.309089
TCGA-49-6745-01	237.4170588	1038.589963	1276.007022
TCGA-49-6761-01	-538.5936476	579.7107611	41.11711348
TCGA-49-6767-01	-822.5767507	554.9426691	-267.6340816
TCGA-49-AAQV-01	-996.1661831	424.8863674	-571.2798157
TCGA-49-AAR0-01	-450.4694333	773.0639768	322.5945435
TCGA-49-AAR2-01	-1086.28637	338.3879686	-747.898401
TCGA-49-AAR3-01	268.7573982	1519.625439	1788.382838
TCGA-49-AAR4-01	-435.5896355	1427.650435	992.0607991
TCGA-49-AAR9-01	-1276.855882	-845.3079473	-2122.163829
TCGA-49-AARE-01	-598.7411135	8.015595583	-590.725518
TCGA-49-AARN-01	-605.9613946	130.0362437	-475.9251509
TCGA-49-AARO-01	258.7715511	1252.261414	1511.032965
TCGA-49-AARQ-01	-1391.086085	140.2458208	-1250.840264
TCGA-49-AARR-01	118.7440814	811.5810531	930.3251345
TCGA-4B-A93V-01	-1230.438633	-101.2738581	-1331.712491
TCGA-50-5044-01	-210.8268794	530.2426048	319.4157254
TCGA-50-5045-01	1053.068765	1892.112754	2945.181519
TCGA-50-5049-01	1275.502206	2302.05764	3577.559847
TCGA-50-5051-01	-1080.262878	-620.6910272	-1700.953905
TCGA-50-5055-01	873.7839039	2206.373165	3080.157069
TCGA-50-5066-01	553.9176942	1666.346079	2220.263773
TCGA-50-5066-02	-331.3304367	-26.4355199	-357.7659566
TCGA-50-5068-01	179.2729093	1631.814668	1811.087577
TCGA-50-5072-01	-480.4771393	-330.1221276	-810.5992669
TCGA-50-5930-01	146.952139	681.6767145	828.6288535
TCGA-50-5931-01	-870.3458027	-1051.69292	-1922.038723
TCGA-50-5932-01	-1052.177979	-478.403189	-1530.581168
TCGA-50-5933-01	1050.647945	971.5415748	2022.18952
TCGA-50-5935-01	-253.3368517	472.2173022	218.8804504
TCGA-50-5936-01	-180.8193324	115.4535117	-65.36582071
TCGA-50-5939-01	147.2078655	873.0432762	1020.251142
TCGA-50-5941-01	270.9711557	1651.544094	1922.51525
TCGA-50-5942-01	-319.6811336	56.94832113	-262.7328125
TCGA-50-5944-01	320.6839015	122.6547617	443.3386632
TCGA-50-5946-01	-1381.566153	-983.7778831	-2365.344036
TCGA-50-5946-02	561.8396557	-129.8070545	432.0326012
TCGA-50-6590-01	20.23756931	1237.273682	1257.511251
TCGA-50-6591-01	-1101.436259	-1690.58065	-2792.016909
TCGA-50-6592-01	19.46701611	925.2080267	944.6750428
TCGA-50-6593-01	434.218748	668.5194164	1102.738164
TCGA-50-6594-01	-652.1695391	-73.43538909	-725.6049282
TCGA-50-6595-01	636.7351988	613.1796527	1249.914851
TCGA-50-6597-01	-740.8773989	752.1980631	11.32066416
TCGA-50-6673-01	5.271325575	132.4708298	137.7421554
TCGA-50-7109-01	-240.0264256	187.7070874	-52.31933824
TCGA-50-8457-01	341.3937773	1208.744908	1550.138685
TCGA-50-8459-01	1377.590275	1513.919812	2891.510087
TCGA-50-8460-01	-235.0032232	982.178638	747.1754148
TCGA-53-7624-01	-1205.937497	-313.6479936	-1519.58549
TCGA-53-7626-01	336.1895428	1501.51182	1837.701362
TCGA-53-7813-01	-1313.745518	-144.5641898	-1458.309708
TCGA-53-A4EZ-01	-1418.421777	-613.7349705	-2032.156748
TCGA-55-1592-01	-347.1793714	228.1592154	-119.020156
TCGA-55-1594-01	-835.6047638	-71.42448383	-907.0292476
TCGA-55-1595-01	138.1714137	176.7476999	314.9191136
TCGA-55-1596-01	-1064.309993	-343.1038616	-1407.413855
TCGA-55-5899-01	-119.0473255	98.61243058	-20.43489495
TCGA-55-6543-01	-289.8924243	565.7973163	275.904892
TCGA-55-6642-01	910.1856932	536.8661991	1447.051892
TCGA-55-6712-01	26.46370497	1208.31027	1234.773975
TCGA-55-6968-01	-440.4891067	522.4892103	82.00010354
TCGA-55-6969-01	394.2577183	1048.81017	1443.067889
TCGA-55-6970-01	-414.2268913	679.6604541	265.4335629
TCGA-55-6971-01	307.6350409	1677.299793	1984.934834
TCGA-55-6972-01	-2317.406442	-1319.443758	-3636.8502
TCGA-55-6975-01	453.6015348	-132.2477078	321.353827
TCGA-55-6978-01	982.2448379	1579.23769	2561.482528
