sample	Cuproptosis_activity_score
TCGA.EJ.A7NF.01	1.271530792
TCGA.EJ.A7NG.01	0.417769595
TCGA.EJ.A7NH.01	0.172331129
TCGA.EJ.A7NJ.01	0.276073191
TCGA.EJ.A7NK.01	0.293095131
TCGA.EJ.A7NM.01	0.234018255
TCGA.EJ.A7NN.01	0.097778392
TCGA.EJ.A8FN.01	1.245328536
TCGA.EJ.A8FO.01	0.922820164
TCGA.EJ.A8FO.11	0.961784223
TCGA.EJ.A8FP.01	0.291373282
TCGA.EJ.A8FS.01	1.190319446
TCGA.EJ.A8FU.01	0.182152121
TCGA.EJ.AB20.01	0.970848399
TCGA.EJ.AB27.01	0.466452356
TCGA.FC.7708.01	-0.05300457
TCGA.FC.7961.01	0.189784175
TCGA.FC.A4JI.01	0.1023663
TCGA.FC.A5OB.01	1.192808714
TCGA.FC.A8O0.01	1.052637399
TCGA.G9.6329.01	0.419115023
TCGA.G9.6332.01	1.26045834
TCGA.G9.6333.01	0.110444438
TCGA.G9.6333.11	1.01285721
TCGA.G9.6336.01	0.371633898
TCGA.G9.6338.01	1.299545442
TCGA.G9.6339.01	1.093637118
TCGA.G9.6342.01	0.385719484
TCGA.G9.6342.11	1.242324439
TCGA.G9.6343.01	0.294251586
TCGA.G9.6348.01	1.09813963
TCGA.G9.6348.11	1.027973137
TCGA.G9.6351.01	0.896133791
TCGA.G9.6351.11	1.088210761
TCGA.G9.6353.01	0.180892894
TCGA.G9.6354.01	1.201934252
TCGA.G9.6356.01	0.964595512
TCGA.G9.6356.11	0.309958768
TCGA.G9.6361.01	0.151354668
TCGA.G9.6362.01	0.339279013
TCGA.G9.6362.11	1.063066369
TCGA.G9.6363.01	1.433767589
TCGA.G9.6363.11	0.83858683
TCGA.G9.6364.01	0.265832968
TCGA.G9.6365.01	1.145084116
TCGA.G9.6365.11	0.464318964
TCGA.G9.6366.01	0.506941824
TCGA.G9.6367.01	0.459480943
TCGA.G9.6369.01	0.255114969
TCGA.G9.6370.01	0.301248288
TCGA.G9.6371.01	1.23965457
TCGA.G9.6373.01	0.471467703
TCGA.G9.6377.01	0.862694279
TCGA.G9.6378.01	0.376323887
TCGA.G9.6384.01	-0.099054655
TCGA.G9.6384.11	0.433080795
TCGA.G9.6385.01	0.449808705
TCGA.G9.6494.01	0.328577672
TCGA.G9.6496.01	1.147767506
TCGA.G9.6496.11	1.027763921
TCGA.G9.6498.01	0.336198941
TCGA.G9.6499.01	0.956229335
TCGA.G9.6499.11	-0.007877153
TCGA.G9.7509.01	0.273387456
TCGA.G9.7510.01	0.113131567
TCGA.G9.7519.01	0.875598082
TCGA.G9.7521.01	0.243556275
TCGA.G9.7522.01	0.307353444
TCGA.G9.7523.01	0.259985163
TCGA.G9.7525.01	1.101326284
TCGA.G9.A9S0.01	1.229469669
TCGA.G9.A9S4.01	0.943844799
TCGA.G9.A9S7.01	1.476807346
TCGA.H9.7775.01	0.932213887
TCGA.H9.A6BX.01	0.425929582
TCGA.HC.7075.01	0.864062449
TCGA.HC.7077.01	0.803764748
TCGA.HC.7078.01	0.286379551
TCGA.HC.7079.01	-0.194888366
TCGA.HC.7080.01	0.364974091
TCGA.HC.7081.01	-0.147722274
TCGA.HC.7209.01	0.003906224
TCGA.HC.7210.01	-0.11806702
TCGA.HC.7211.01	0.182751847
TCGA.HC.7211.11	1.418675157
TCGA.HC.7212.01	-0.826967965
TCGA.HC.7213.01	0.453799849
TCGA.HC.7230.01	0.130085795
TCGA.HC.7231.01	0.00426289
TCGA.HC.7232.01	0.084881092
TCGA.HC.7233.01	1.033013815
TCGA.HC.7736.01	-0.235243789
TCGA.HC.7737.01	-0.91580559
TCGA.HC.7737.11	1.302860826
TCGA.HC.7738.01	0.495184187
TCGA.HC.7738.11	1.377097448
TCGA.HC.7740.01	0.106696427
TCGA.HC.7740.11	1.415612241
TCGA.HC.7742.01	0.878866189
TCGA.HC.7742.11	0.426393675
TCGA.HC.7744.01	1.143525113
TCGA.HC.7745.01	0.284812448
TCGA.HC.7745.11	1.084018086
TCGA.HC.7747.01	0.281789222
TCGA.HC.7747.11	1.413493257
TCGA.HC.7748.01	-0.0066959
TCGA.HC.7749.01	1.081666754
TCGA.HC.7750.01	0.634842058
TCGA.HC.7752.01	0.225970769
TCGA.HC.7752.11	0.379642362
TCGA.HC.7817.01	0.411153943
TCGA.HC.7818.01	0.251756486
TCGA.HC.7819.01	-0.556443041
TCGA.HC.7819.11	0.294966424
TCGA.HC.7820.01	0.875892844
TCGA.HC.7821.01	0.023353689
TCGA.HC.8213.01	0.925357386
TCGA.HC.8216.01	1.241956789
TCGA.HC.8256.01	0.810050713
TCGA.HC.8257.01	1.150396826
TCGA.HC.8258.01	0.453670899
TCGA.HC.8258.11	1.246120401
TCGA.HC.8259.01	0.99668129
TCGA.HC.8259.11	0.384395434
TCGA.HC.8260.01	0.267077436
TCGA.HC.8260.11	0.36119825
TCGA.HC.8261.01	0.396119922
TCGA.HC.8262.01	1.067520369
TCGA.HC.8262.11	0.029384325
TCGA.HC.8264.01	0.070595981
TCGA.HC.8265.01	-0.134336829
TCGA.HC.8266.01	0.110380338
TCGA.HC.A48F.01	0.421824181
TCGA.HC.A4ZV.01	1.092707909
TCGA.HC.A631.01	1.001625459
TCGA.HC.A632.01	0.254950163
TCGA.HC.A76W.01	-0.195894961
TCGA.HC.A76X.01	0.946403366
TCGA.HC.A8CY.01	0.220924585
TCGA.HC.A8D0.01	1.132934079
TCGA.HC.A8D1.01	0.460995903
TCGA.HC.A9TE.01	0.449146469
TCGA.HC.A9TH.01	0.155652877
TCGA.HI.7168.01	0.380628076
TCGA.HI.7169.01	0.611878406
TCGA.HI.7170.01	0.440979545
TCGA.HI.7171.01	1.017953798
TCGA.J4.8198.01	0.01703911
TCGA.J4.8200.01	1.034311583
TCGA.J4.A67T.01	0.202222329
TCGA.J4.A6G1.01	0.235111771
TCGA.J4.A6G3.01	0.219438628
TCGA.J4.A83I.01	0.23994681
TCGA.J4.A83J.01	0.248864927
TCGA.J4.A83J.11	0.239554664
TCGA.J4.A83K.01	0.335417009
TCGA.J4.A83L.01	0.308996358
TCGA.J4.A83M.01	0.221825473
TCGA.J4.A83N.01	1.27353481
TCGA.J4.AATV.01	0.376912304
TCGA.J4.AATZ.01	0.362808337
TCGA.J4.AAU2.01	0.246762409
TCGA.J9.A52B.01	0.355729218
TCGA.J9.A52C.01	0.22811407
TCGA.J9.A52D.01	1.07166188
TCGA.J9.A52E.01	0.734258774
TCGA.J9.A8CK.01	0.159926994
TCGA.J9.A8CL.01	0.024078748
TCGA.J9.A8CM.01	1.000425023
TCGA.J9.A8CN.01	1.068193996
TCGA.J9.A8CP.01	1.103855265
TCGA.KC.A4BL.01	-0.152613769
TCGA.KC.A4BN.01	-0.068538364
TCGA.KC.A4BR.01	-0.153500915
TCGA.KC.A4BV.01	0.26885732
TCGA.KC.A7F3.01	1.048848829
TCGA.KC.A7F5.01	1.11829606
TCGA.KC.A7F6.01	0.427646881
TCGA.KC.A7FA.01	0.923614136
TCGA.KC.A7FD.01	1.043267098
TCGA.KC.A7FE.01	0.269783517
TCGA.KK.A59V.01	0.941396986
TCGA.KK.A59X.01	0.249780439
TCGA.KK.A59Y.01	0.834582489
TCGA.KK.A59Z.01	0.033117631
TCGA.KK.A5A1.01	0.419883019
TCGA.KK.A6DY.01	0.210600552
TCGA.KK.A6E0.01	1.071957254
TCGA.KK.A6E1.01	-0.719275116
TCGA.KK.A6E2.01	-0.039103726
TCGA.KK.A6E5.01	0.915397502
TCGA.KK.A6E6.01	1.022840987
TCGA.KK.A7AP.01	0.058560211
TCGA.KK.A7AQ.01	0.315282185
TCGA.KK.A7AU.01	0.982323673
TCGA.KK.A7AV.01	0.253108397
TCGA.KK.A7AW.01	0.460284942
TCGA.KK.A7AY.01	1.191188324
TCGA.KK.A7AZ.01	0.899711187
TCGA.KK.A7B0.01	0.469085703
TCGA.KK.A7B1.01	0.294141884
TCGA.KK.A7B2.01	0.285256857
TCGA.KK.A7B3.01	0.240920121
TCGA.KK.A7B4.01	0.379951799
TCGA.KK.A8I4.01	0.036930884
TCGA.KK.A8I5.01	-0.715589637
TCGA.KK.A8I6.01	0.246747365
TCGA.KK.A8I7.01	0.224552971
TCGA.KK.A8I8.01	0.952612721
TCGA.KK.A8I9.01	0.124637326
TCGA.KK.A8IA.01	1.120014839
TCGA.KK.A8IB.01	0.309378374
TCGA.KK.A8IC.01	-0.096254311
TCGA.KK.A8ID.01	0.227535679
TCGA.KK.A8IF.01	0.48617464
TCGA.KK.A8IG.01	0.274803227
TCGA.KK.A8IH.01	0.187533948
TCGA.KK.A8II.01	-0.031794788
TCGA.KK.A8IJ.01	0.17951159
TCGA.KK.A8IK.01	0.434433058
TCGA.KK.A8IL.01	-0.179908299
TCGA.KK.A8IM.01	0.47194109
TCGA.M7.A71Y.01	0.537832537
TCGA.M7.A71Z.01	1.274141262
TCGA.M7.A720.01	0.563701667
TCGA.M7.A721.01	0.249855501
TCGA.M7.A722.01	1.109116956
TCGA.M7.A723.01	1.066054477
TCGA.M7.A724.01	1.03585435
TCGA.M7.A725.01	0.931999834
TCGA.MG.AAMC.01	0.9852295
TCGA.SU.A7E7.01	0.019675955
TCGA.TK.A8OK.01	-0.877504757
TCGA.TP.A8TT.01	0.15245909
TCGA.TP.A8TV.01	0.313139195
TCGA.V1.A8MF.01	1.013731197
TCGA.V1.A8MG.01	0.154820552
TCGA.V1.A8MJ.01	0.634101359
TCGA.V1.A8MK.01	0.410009048
TCGA.V1.A8ML.01	0.90411483
TCGA.V1.A8MM.01	0.148521047
TCGA.V1.A8MU.01	0.266043248
TCGA.V1.A8WL.01	1.027985573
TCGA.V1.A8WN.01	-0.125908109
TCGA.V1.A8WS.01	1.072481593
TCGA.V1.A8WV.01	0.215179623
TCGA.V1.A8WW.01	0.172509524
TCGA.V1.A8X3.01	0.301052434
TCGA.V1.A9O5.01	-0.105185368
TCGA.V1.A9O5.06	0.072117761
TCGA.V1.A9O7.01	0.323789725
TCGA.V1.A9O9.01	0.073594859
TCGA.V1.A9OA.01	0.20456623
TCGA.V1.A9OF.01	0.420100188
TCGA.V1.A9OH.01	0.983172785
TCGA.V1.A9OL.01	0.801234627
TCGA.V1.A9OQ.01	1.088802698
TCGA.V1.A9OT.01	0.367725375
TCGA.V1.A9OX.01	0.439973296
TCGA.V1.A9OY.01	0.389560594
TCGA.V1.A9Z7.01	1.049880145
TCGA.V1.A9Z8.01	1.005741918
TCGA.V1.A9Z9.01	0.335306403
TCGA.V1.A9ZG.01	0.021717735
TCGA.V1.A9ZI.01	0.51564717
TCGA.V1.A9ZK.01	0.349015872
TCGA.V1.A9ZR.01	0.351745392
TCGA.VN.A88I.01	-0.080475787
TCGA.VN.A88K.01	0.236396088
TCGA.VN.A88L.01	0.149154246
TCGA.VN.A88M.01	0.35633427
TCGA.VN.A88N.01	0.960740162
TCGA.VN.A88O.01	0.435136347
TCGA.VN.A88P.01	1.119441142
TCGA.VN.A88Q.01	0.167837757
TCGA.VN.A88R.01	1.247155486
TCGA.VN.A943.01	1.072056645
TCGA.VP.A872.01	-0.113339473
TCGA.VP.A875.01	0.982687619
TCGA.VP.A876.01	1.079064045
TCGA.VP.A878.01	0.1573903
TCGA.VP.A879.01	0.16312236
TCGA.VP.A87B.01	-0.030264222
TCGA.VP.A87C.01	-0.148364997
TCGA.VP.A87D.01	0.40849773
TCGA.VP.A87E.01	0.01014882
TCGA.VP.A87H.01	0.098005504
TCGA.VP.A87J.01	-0.079456501
TCGA.VP.A87K.01	0.750984756
TCGA.VP.AA1N.01	0.40819214
TCGA.WW.A8ZI.01	0.385479723
TCGA.X4.A8KQ.01	0.182719985
TCGA.X4.A8KS.01	0.312379799
TCGA.XA.A8JR.01	0.99877618
TCGA.XJ.A83F.01	1.004299257
TCGA.XJ.A83G.01	0.499108604
TCGA.XJ.A83H.01	0.114536704
TCGA.XJ.A9DI.01	0.087962756
TCGA.XJ.A9DK.01	0.240725214
TCGA.XJ.A9DQ.01	0.534640937
TCGA.XJ.A9DX.01	0.397603671
TCGA.XK.AAIR.01	0.494869907
TCGA.XK.AAIV.01	0.049255519
TCGA.XK.AAIW.01	1.05643304
TCGA.XK.AAJ3.01	0.408730886
TCGA.XK.AAJA.01	0.152246483
TCGA.XK.AAJP.01	0.904041759
TCGA.XK.AAJR.01	0.352761697
TCGA.XK.AAJT.01	-0.004458038
TCGA.XK.AAJU.01	0.495328433
TCGA.XK.AAK1.01	1.146498688
TCGA.XQ.A8TA.01	-0.799942046
TCGA.XQ.A8TB.01	0.038482939
TCGA.Y6.A8TL.01	0.249803106
TCGA.Y6.A9XI.01	0.34288012
TCGA.YJ.A8SW.01	-0.537742539
TCGA.YL.A8HJ.01	-0.078697306
TCGA.YL.A8HK.01	-0.164813479
TCGA.YL.A8HL.01	1.031069702
TCGA.YL.A8HM.01	1.343703454
TCGA.YL.A8HO.01	0.058246477
TCGA.YL.A8S8.01	-0.82253047
TCGA.YL.A8S9.01	1.002388656
TCGA.YL.A8SA.01	1.007827729
TCGA.YL.A8SB.01	0.206668125
TCGA.YL.A8SC.01	0.078078338
TCGA.YL.A8SF.01	0.37053168
TCGA.YL.A8SH.01	0.283053699
TCGA.YL.A8SI.01	0.348593032
TCGA.YL.A8SJ.01	1.013678937
TCGA.YL.A8SK.01	0.323460848
TCGA.YL.A8SL.01	0.869965848
TCGA.YL.A8SO.01	0.083940403
TCGA.YL.A8SP.01	0.958203832
TCGA.YL.A8SQ.01	0.173692061
TCGA.YL.A8SR.01	0.981693299
TCGA.YL.A9WH.01	0.204792154
TCGA.YL.A9WI.01	-0.051569457
TCGA.YL.A9WJ.01	0.063247389
TCGA.YL.A9WK.01	0.100222491
TCGA.YL.A9WL.01	1.101529487
TCGA.YL.A9WX.01	-0.053214189
TCGA.YL.A9WY.01	0.332781175
TCGA.ZG.A8QW.01	0.106137846
TCGA.ZG.A8QX.01	1.261830956
TCGA.ZG.A8QY.01	0.894573637
TCGA.ZG.A8QZ.01	1.04407118
TCGA.ZG.A9KY.01	0.177329197
TCGA.ZG.A9L0.01	0.274465187
TCGA.ZG.A9L1.01	0.074259237
TCGA.ZG.A9L2.01	0.20421293
TCGA.ZG.A9L4.01	0.11387322
TCGA.ZG.A9L5.01	0.947287994
TCGA.ZG.A9L6.01	0.260636602
TCGA.ZG.A9L9.01	0.849774096
TCGA.ZG.A9LB.01	1.331551715
TCGA.ZG.A9LM.01	1.198143337
TCGA.ZG.A9LN.01	0.257123596
TCGA.ZG.A9LS.01	0.424944807
TCGA.ZG.A9LU.01	0.296321521
TCGA.ZG.A9LY.01	1.114848285
TCGA.ZG.A9LZ.01	1.416836583
TCGA.ZG.A9M4.01	0.761800515
TCGA.ZG.A9MC.01	-0.182880831
TCGA.ZG.A9N3.01	1.014955058
TCGA.ZG.A9ND.01	0.402492243
TCGA.ZG.A9NI.01	-0.101702868
TCGA.2K.A9WE.01	0.35155721
TCGA.2Z.A9J1.01	1.061756774
TCGA.2Z.A9J2.01	1.001256716
TCGA.2Z.A9J3.01	0.16413352
TCGA.2Z.A9J5.01	1.236700679
TCGA.2Z.A9J6.01	0.280160347
TCGA.2Z.A9J7.01	0.16246005
TCGA.2Z.A9J8.01	1.092854984
TCGA.2Z.A9J9.01	0.912970747
TCGA.2Z.A9JD.01	0.337087584
TCGA.2Z.A9JE.01	0.45654822
TCGA.2Z.A9JG.01	1.097413701
TCGA.2Z.A9JI.01	-0.927821429
TCGA.2Z.A9JJ.01	-1.000082649
TCGA.2Z.A9JK.01	-0.144493622
TCGA.2Z.A9JL.01	0.158155733
TCGA.2Z.A9JM.01	1.304950292
TCGA.2Z.A9JN.01	0.378188713
TCGA.2Z.A9JO.01	1.35916928
TCGA.2Z.A9JP.01	1.072221977
TCGA.2Z.A9JQ.01	1.208252327
TCGA.2Z.A9JR.01	0.278511435
TCGA.2Z.A9JS.01	-0.153452792
TCGA.2Z.A9JT.01	1.217234895
TCGA.4A.A93W.01	0.18102864
TCGA.4A.A93X.01	0.279097315
TCGA.4A.A93Y.01	0.103140592
TCGA.5P.A9JU.01	0.152912924
TCGA.5P.A9JV.01	0.007666148
TCGA.5P.A9JW.01	1.131132157
TCGA.5P.A9JY.01	1.003638024
TCGA.5P.A9JZ.01	0.108025029
TCGA.5P.A9K0.01	0.134306464
TCGA.5P.A9K2.01	0.831984918
TCGA.5P.A9K3.01	0.247329024
TCGA.5P.A9K4.01	-0.008572275
TCGA.5P.A9K6.01	1.263995534
TCGA.5P.A9K8.01	1.368444484
TCGA.5P.A9K9.01	-0.217566257
TCGA.5P.A9KA.01	-0.315642354
TCGA.5P.A9KC.01	-0.145845649
TCGA.5P.A9KE.01	0.29808395
TCGA.5P.A9KF.01	0.941663285
TCGA.5P.A9KH.01	0.34550764
TCGA.A4.7286.01	0.047430604
TCGA.A4.7287.01	0.320107711
TCGA.A4.7288.01	-0.29708339
TCGA.A4.7583.01	0.068079672
TCGA.A4.7584.01	1.026643299
TCGA.A4.7585.01	0.044902132
TCGA.A4.7732.01	0.18672432
TCGA.A4.7734.01	-1.027410333
TCGA.A4.7828.01	-1.099395988
TCGA.A4.7915.01	-0.26282343
TCGA.A4.7996.01	0.108243698
TCGA.A4.7997.01	-0.190444664
TCGA.A4.8098.01	1.306428815
TCGA.A4.8310.01	0.214645928
TCGA.A4.8311.01	-0.125043621
TCGA.A4.8312.01	0.398816387
TCGA.A4.8515.01	0.956061952
TCGA.A4.8516.01	0.445957231
TCGA.A4.8517.01	0.073416102
TCGA.A4.8518.01	0.224960876
TCGA.A4.8630.01	0.152015313
TCGA.A4.A48D.01	1.031177559
TCGA.A4.A4ZT.01	0.003360637
TCGA.A4.A4ZT.11	1.212609728
TCGA.A4.A57E.01	1.187201322
TCGA.A4.A57E.11	1.244735858
TCGA.A4.A5DU.01	-0.057390092
TCGA.A4.A5XZ.01	0.162758232
TCGA.A4.A5Y0.01	0.445697621
TCGA.A4.A5Y1.01	-0.377503755
TCGA.A4.A6HP.01	1.219867039
TCGA.A4.A772.01	0.309819158
TCGA.A4.A7UZ.01	-0.844059667
TCGA.AL.3466.01	-0.149374997
TCGA.AL.3467.01	-0.845617554
TCGA.AL.3468.01	-0.036938682
TCGA.AL.3471.01	0.012994601
TCGA.AL.3472.01	1.04965718
TCGA.AL.3473.01	0.13609638
TCGA.AL.7173.01	0.838178294
TCGA.AL.A5DJ.01	-0.823740492
TCGA.AT.A5NU.01	0.257364075
TCGA.B1.5398.01	-0.062872741
TCGA.B1.7332.01	1.011343297
TCGA.B1.A47M.01	1.009672639
TCGA.B1.A47N.01	0.786617432
TCGA.B1.A47O.01	0.142583601
TCGA.B1.A654.01	0.734010895
TCGA.B1.A655.01	0.323554588
TCGA.B1.A656.01	0.174641377
TCGA.B1.A657.01	0.277622499
TCGA.B3.3925.01	-0.04558638
TCGA.B3.3926.01	-0.239276114
TCGA.B3.4103.01	0.085326229
TCGA.B3.4104.01	0.151618938
TCGA.B3.8121.01	-0.272606723
TCGA.B3.A6W5.01	0.115815136
TCGA.B9.4113.01	-0.016521633
TCGA.B9.4114.01	1.330894649
TCGA.B9.4115.01	1.205620657
TCGA.B9.4115.11	0.388242933
TCGA.B9.4116.01	-0.929181615
TCGA.B9.4117.01	-0.265991877
TCGA.B9.4617.01	1.182248823
TCGA.B9.5155.01	-0.037426175
TCGA.B9.5156.01	-0.137651748
TCGA.B9.7268.01	0.077321457
TCGA.B9.A44B.01	-1.112624316
TCGA.B9.A5W7.01	-0.047178051
TCGA.B9.A5W8.01	0.12088549
TCGA.B9.A5W9.01	0.215466283
TCGA.B9.A69E.01	0.122976799
TCGA.B9.A8YH.01	0.276822928
TCGA.B9.A8YI.01	0.260734687
TCGA.BQ.5875.01	0.136871427
TCGA.BQ.5875.11	1.189853149
TCGA.BQ.5876.01	0.053647974
TCGA.BQ.5877.01	-0.906758274
TCGA.BQ.5877.11	0.430765452
TCGA.BQ.5878.01	-0.284466667
TCGA.BQ.5878.11	0.31531256
TCGA.BQ.5879.01	-1.101533217
TCGA.BQ.5879.11	1.269077881
TCGA.BQ.5880.01	0.223194425
TCGA.BQ.5881.01	1.164920471
TCGA.BQ.5882.01	-0.077515482
TCGA.BQ.5882.11	0.244349132
TCGA.BQ.5883.01	0.298320907
TCGA.BQ.5884.01	-0.22917867
TCGA.BQ.5884.11	0.387378107
TCGA.BQ.5885.01	-0.111062396
TCGA.BQ.5886.01	1.223426367
TCGA.BQ.5887.01	-0.912292122
TCGA.BQ.5887.11	1.147641232
TCGA.BQ.5888.01	-0.021198067
TCGA.BQ.5888.11	0.375424979
TCGA.BQ.5889.01	-0.167799307
TCGA.BQ.5890.01	0.028698259
TCGA.BQ.5890.11	1.088545493
TCGA.BQ.5891.01	-0.031759523
TCGA.BQ.5891.11	1.255266454
TCGA.BQ.5892.01	-0.274285992
TCGA.BQ.5893.01	0.094379091
TCGA.BQ.5894.01	-0.051150644
TCGA.BQ.5894.11	1.405086461
TCGA.BQ.7044.01	0.967676439
TCGA.BQ.7044.11	1.436280061
TCGA.BQ.7045.01	0.032246914
TCGA.BQ.7045.11	0.152929818
TCGA.BQ.7046.01	-0.013435759
TCGA.BQ.7046.11	1.182125474
TCGA.BQ.7048.01	0.142457828
TCGA.BQ.7049.01	-1.384227567
TCGA.BQ.7050.01	0.063548824
TCGA.BQ.7051.01	-0.026407537
TCGA.BQ.7051.11	0.268439879
TCGA.BQ.7053.01	0.093417902
TCGA.BQ.7055.01	0.381498087
TCGA.BQ.7055.11	1.129925933
TCGA.BQ.7056.01	1.219960413
TCGA.BQ.7058.01	1.017158671
TCGA.BQ.7059.01	0.154849775
TCGA.BQ.7059.11	1.267276898
TCGA.BQ.7060.01	0.300890286
TCGA.BQ.7061.01	-0.02193058
TCGA.BQ.7061.11	0.263502196
TCGA.BQ.7062.01	-0.079037115
TCGA.DW.5560.01	0.006970109
TCGA.DW.5561.01	0.101597818
TCGA.DW.7834.01	-0.11314022
TCGA.DW.7836.01	0.286962536
TCGA.DW.7837.01	0.152343826
TCGA.DW.7838.01	0.277392723
TCGA.DW.7839.01	0.987801392
TCGA.DW.7840.01	0.935671901
TCGA.DW.7841.01	0.946436523
TCGA.DW.7842.01	-0.266901551
TCGA.DW.7963.01	0.141250978
TCGA.DZ.6131.01	-0.794500704
TCGA.DZ.6131.11	1.193060038
TCGA.DZ.6132.01	-0.949158366
TCGA.DZ.6132.11	0.815241197
TCGA.DZ.6133.01	-0.242463851
TCGA.DZ.6133.11	1.187313404
TCGA.DZ.6134.01	0.185520209
TCGA.DZ.6134.11	0.358215894
TCGA.DZ.6135.01	-1.173774449
TCGA.EV.5901.01	-1.419718822
TCGA.EV.5902.01	-0.029447221
TCGA.EV.5903.01	-0.474706274
TCGA.F9.A4JJ.01	0.938080499
TCGA.F9.A7Q0.01	0.831462254
TCGA.F9.A7VF.01	1.262869261
TCGA.F9.A8NY.01	0.206730951
TCGA.F9.A97G.01	0.022067515
TCGA.G7.6789.01	-1.012159068
TCGA.G7.6790.01	-0.34029867
TCGA.G7.6792.01	-0.148585276
TCGA.G7.6793.01	-1.197250759
TCGA.G7.6795.01	0.7901707
TCGA.G7.6796.01	0.226402736
TCGA.G7.6797.01	-0.08762588
TCGA.G7.7501.01	0.117999594
TCGA.G7.7502.01	0.055349765
TCGA.G7.A4TM.01	-0.109222005
TCGA.G7.A8LB.01	0.887318607
TCGA.G7.A8LC.01	0.233033823
TCGA.G7.A8LD.01	-1.401678472
TCGA.G7.A8LE.01	-1.106954008
TCGA.GL.6846.01	-0.534465987
TCGA.GL.6846.11	1.269869232
TCGA.GL.7773.01	-0.274443425
TCGA.GL.7966.01	-0.467804548
TCGA.GL.7966.11	1.050810394
TCGA.GL.8500.01	1.229067552
TCGA.GL.A4EM.01	0.261021447
TCGA.GL.A59R.01	-0.034271933
TCGA.GL.A59R.11	1.282472178
TCGA.GL.A59T.01	0.21963503
TCGA.GL.A9DC.01	-0.199743724
TCGA.GL.A9DD.01	0.057689135
TCGA.GL.A9DE.01	0.326675851
TCGA.GL.A9DE.11	1.183907878
TCGA.HE.7128.01	-0.214448516
TCGA.HE.7129.01	0.040607001
TCGA.HE.7130.01	-0.16921367
TCGA.HE.A5NF.01	0.146187654
TCGA.HE.A5NH.01	0.041635017
TCGA.HE.A5NI.01	-0.041706162
TCGA.HE.A5NJ.01	-0.921779072
TCGA.HE.A5NK.01	0.991658743
TCGA.HE.A5NL.01	0.132416461
TCGA.IA.A40U.01	0.28221715
TCGA.IA.A40X.01	0.170007888
TCGA.IA.A40Y.01	0.021016889
TCGA.IA.A83S.01	0.191715216
TCGA.IA.A83T.01	0.586963396
TCGA.IA.A83V.01	0.973006548
TCGA.IA.A83W.01	-0.718539781
TCGA.IZ.8195.01	0.264414053
TCGA.IZ.8196.01	0.129319562
TCGA.IZ.A6M8.01	1.037691647
TCGA.IZ.A6M9.01	0.233739769
TCGA.J7.6720.01	0.315698968
TCGA.J7.8537.01	-0.958000332
TCGA.J7.A8I2.01	0.192379572
TCGA.KV.A6GD.01	1.167590301
TCGA.KV.A6GE.01	1.239105909
TCGA.KV.A74V.01	0.360565567
TCGA.MH.A55W.01	-0.088494607
TCGA.MH.A55Z.01	1.322710938
TCGA.MH.A560.01	0.307187565
TCGA.MH.A561.01	0.167971097
TCGA.MH.A562.01	1.326755131
TCGA.MH.A854.01	1.02256022
TCGA.MH.A855.01	0.231070874
TCGA.MH.A856.01	-0.899104084
TCGA.MH.A857.01	0.457213487
TCGA.O9.A75Z.01	-0.322254637
TCGA.P4.A5E6.01	1.045204142
TCGA.P4.A5E7.01	0.051972043
TCGA.P4.A5E8.01	-0.624678502
TCGA.P4.A5E8.11	1.241523349
TCGA.P4.A5EA.01	0.148733932
TCGA.P4.A5EB.01	0.285088293
TCGA.P4.A5ED.01	-0.18627817
TCGA.P4.A5ED.11	1.237390115
TCGA.P4.AAVK.01	1.327193209
TCGA.P4.AAVL.01	0.151463358
TCGA.P4.AAVM.01	0.352694671
TCGA.P4.AAVO.01	1.132177615
TCGA.PJ.A5Z8.01	-0.140429011
TCGA.PJ.A5Z9.01	0.10130027
TCGA.Q2.A5QZ.01	0.721022537
TCGA.SX.A71R.01	0.742144584
TCGA.SX.A71S.01	-0.038859173
TCGA.SX.A71U.01	-0.06650717
TCGA.SX.A71V.01	0.318956313
TCGA.SX.A71W.01	0.946195333
TCGA.SX.A7SL.01	0.971749773
TCGA.SX.A7SM.01	0.039403674
TCGA.SX.A7SN.01	0.002471976
TCGA.SX.A7SO.01	0.170434005
TCGA.SX.A7SP.01	0.208811152
TCGA.SX.A7SQ.01	0.112711646
TCGA.SX.A7SR.01	0.153014177
TCGA.SX.A7SS.01	1.290910489
TCGA.SX.A7SU.01	-0.110809294
TCGA.UN.AAZ9.01	0.995369699
TCGA.UZ.A9PJ.01	0.05087896
TCGA.UZ.A9PK.01	0.037279914
TCGA.UZ.A9PL.01	-0.188002835
TCGA.UZ.A9PM.01	0.11489058
TCGA.UZ.A9PN.01	-0.155409761
TCGA.UZ.A9PO.01	0.374937334
TCGA.UZ.A9PP.01	0.564160225
TCGA.UZ.A9PQ.01	0.127257564
TCGA.UZ.A9PR.01	0.755749039
TCGA.UZ.A9PS.01	-0.007807657
TCGA.UZ.A9PS.05	-0.119177546
TCGA.UZ.A9PU.01	0.093632185
TCGA.UZ.A9PV.01	0.111406521
TCGA.UZ.A9PX.01	0.12304358
TCGA.UZ.A9PZ.01	0.860761533
TCGA.UZ.A9Q0.01	0.337397725
TCGA.UZ.A9Q1.01	0.300796996
TCGA.V9.A7HT.01	-0.06670929
TCGA.WN.A9G9.01	-0.003837075
TCGA.WN.AB4C.01	1.295990024
