sample	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score
TCGA-DD-A4NS-01	0.336399582	-0.614718443	0.951118025
TCGA-DD-A4NV-01	0.639722467	-0.351653944	0.991376411
TCGA-DD-A73A-01	0.628722294	-0.593614026	1.22233632
TCGA-DD-A73B-01	0.564116906	-0.620835264	1.18495217
TCGA-DD-A73C-01	0.844482454	0.468903767	0.375578687
TCGA-DD-A73D-01	0.5357821	-0.542816314	1.078598413
TCGA-DD-A73E-01	0.525889711	-0.708567901	1.234457613
TCGA-DD-A73F-01	0.504946357	-0.44026023	0.945206588
TCGA-DD-A73G-01	0.328926064	-0.886094044	1.215020107
TCGA-DD-AA3A-01	0.292455122	-0.437704035	0.730159157
TCGA-DD-AAC8-01	0.564857758	-0.735263478	1.300121235
TCGA-DD-AAC9-01	0.764513984	-0.500399151	1.264913135
TCGA-DD-AACA-01	0.589360548	-0.820402915	1.409763462
TCGA-DD-AACA-02	0.689278191	-0.657155104	1.346433295
TCGA-DD-AACA-02	0.675817702	-0.729226624	1.405044326
TCGA-DD-AACB-01	0.44033966	-0.543780195	0.984119855
TCGA-DD-AACC-01	0.422937538	-0.677924865	1.100862403
TCGA-DD-AACD-01	0.715240006	-0.65142322	1.366663226
TCGA-DD-AACE-01	0.643109653	-0.456452327	1.09956198
TCGA-DD-AACF-01	0.460858795	-0.50266339	0.963522185
TCGA-DD-AACG-01	0.712185249	-0.434956761	1.14714201
TCGA-DD-AACH-01	0.637438689	-0.591097684	1.228536373
TCGA-DD-AACI-01	0.533766445	-0.499839076	1.033605521
TCGA-DD-AACJ-01	0.697053584	-0.473482031	1.170535615
TCGA-DD-AACK-01	0.861531178	-0.527480824	1.389012002
TCGA-DD-AACL-01	0.637387227	0.324821437	0.31256579
TCGA-DD-AACN-01	0.449534267	-0.607444516	1.056978783
TCGA-DD-AACO-01	0.464399633	-0.424237775	0.888637408
TCGA-DD-AACP-01	0.294536438	-0.742910793	1.037447231
TCGA-DD-AACQ-01	0.567320713	0.464474983	0.10284573
TCGA-DD-AACS-01	0.378435767	0.429688935	-0.051253168
TCGA-DD-AACT-01	0.635293969	-0.564938209	1.200232178
TCGA-DD-AACU-01	0.770822012	-0.552011395	1.322833407
TCGA-DD-AACV-01	0.376252593	0.414987713	-0.03873512
TCGA-DD-AACW-01	0.552721229	-0.74673933	1.299460559
TCGA-DD-AACX-01	0.684496068	0.618423558	0.06607251
TCGA-DD-AACY-01	0.392892288	-0.33087506	0.723767348
TCGA-DD-AACZ-01	0.629878488	-0.31148206	0.941360548
TCGA-DD-AAD0-01	0.595290797	-0.672110284	1.267401081
TCGA-DD-AAD1-01	0.454377946	-0.571280719	1.025658665
TCGA-DD-AAD2-01	0.75956189	-0.864344139	1.623906028
TCGA-DD-AAD3-01	0.636110643	-0.504298756	1.140409399
TCGA-DD-AAD5-01	0.584157543	-0.390198488	0.97435603
TCGA-DD-AAD6-01	0.506522347	-0.371806715	0.878329062
TCGA-DD-AAD8-01	0.405746326	-0.285726396	0.691472722
TCGA-DD-AADA-01	0.542929147	-0.640199905	1.183129052
TCGA-DD-AADB-01	0.571402819	-0.458339179	1.029741998
TCGA-DD-AADC-01	0.426980676	-0.549018295	0.975998971
TCGA-DD-AADD-01	0.626888837	0.315950809	0.310938028
TCGA-DD-AADF-01	0.385464234	-0.675249431	1.060713665
TCGA-DD-AADG-01	0.666538934	-0.582706256	1.24924519
TCGA-DD-AADI-01	0.554052174	-0.629776472	1.183828646
TCGA-DD-AADJ-01	0.649114075	-0.743432735	1.392546811
TCGA-DD-AADK-01	0.733886181	-0.763225452	1.497111633
TCGA-DD-AADL-01	0.661931546	0.31718817	0.344743377
TCGA-DD-AADM-01	0.778540075	-0.536199328	1.314739403
TCGA-DD-AADN-01	0.410436969	-0.508069861	0.91850683
TCGA-DD-AADO-01	0.578807766	-0.89635425	1.475162016
TCGA-DD-AADP-01	0.442760615	-0.528924585	0.971685199
TCGA-DD-AADQ-01	0.625689167	-0.575058105	1.200747272
TCGA-DD-AADR-01	0.717246145	-0.617599875	1.33484602
TCGA-DD-AADS-01	0.688485426	-0.613350244	1.301835669
TCGA-DD-AADU-01	0.510826699	-0.692144157	1.202970855
TCGA-DD-AADV-01	0.643199413	-0.539822685	1.183022097
TCGA-DD-AADW-01	0.420361103	-0.433487961	0.853849064
TCGA-DD-AADY-01	0.506192892	-0.53643112	1.042624012
TCGA-DD-AAE0-01	0.211431479	-0.762580848	0.974012327
TCGA-DD-AAE1-01	0.624124955	-0.535951367	1.160076321
TCGA-DD-AAE2-01	0.438710546	-0.620038034	1.05874858
TCGA-DD-AAE3-01	0.711934918	-0.68802241	1.399957328
TCGA-DD-AAE4-01	0.615729349	-0.478819644	1.094548993
TCGA-DD-AAE6-01	0.409968939	-0.26175406	0.671722998
TCGA-DD-AAE7-01	0.594680478	-0.676264224	1.270944703
TCGA-DD-AAE9-01	0.81063246	-0.530847911	1.341480371
TCGA-DD-AAEA-01	0.557629594	-0.422697811	0.980327405
TCGA-DD-AAEB-01	0.56272878	-0.781197674	1.343926454
TCGA-DD-AAED-01	0.527305856	0.812964782	-0.285658926
TCGA-DD-AAEE-01	0.613940579	-0.776846653	1.390787233
TCGA-DD-AAEG-01	0.850186807	-0.302920825	1.153107633
TCGA-DD-AAEH-01	0.633117275	-0.478710792	1.111828067
TCGA-DD-AAEI-01	0.596508207	-0.523660039	1.120168245
TCGA-DD-AAEK-01	0.336949604	-0.535336218	0.872285821
TCGA-DD-AAVP-01	0.516289666	-0.8120101	1.328299767
TCGA-DD-AAVQ-01	0.248021293	-0.708407323	0.956428617
TCGA-DD-AAVR-01	0.80080107	-0.819665656	1.620466726
TCGA-DD-AAVS-01	0.538006835	-0.734496833	1.272503669
TCGA-DD-AAVU-01	0.68053158	-0.514227934	1.194759514
TCGA-DD-AAVV-01	0.452131162	-0.347804788	0.799935951
TCGA-DD-AAVW-01	0.551464625	-0.651370879	1.202835504
TCGA-DD-AAVX-01	0.790977794	-0.620962752	1.411940546
TCGA-DD-AAVY-01	0.597211315	-0.435678589	1.032889904
TCGA-DD-AAVZ-01	0.579430223	-0.557299411	1.136729635
TCGA-DD-AAW0-01	0.761514985	-0.742424754	1.503939739
TCGA-DD-AAW1-01	0.544873827	-0.563589569	1.108463396
TCGA-DD-AAW2-01	0.663002933	-0.52827639	1.191279323
TCGA-DD-AAW3-01	0.682984397	-0.457601236	1.140585633
TCGA-ED-A459-01	0.559903059	0.423356188	0.136546871
TCGA-ED-A4XI-01	0.702820112	-0.416814647	1.119634759
TCGA-ED-A5KG-01	0.190802175	-0.47969625	0.670498425
TCGA-ED-A627-01	0.662670772	-0.709203356	1.371874128
TCGA-ED-A66X-01	0.64415524	-0.797170512	1.441325752
TCGA-ED-A66Y-01	0.391799403	-0.392174536	0.783973939
TCGA-ED-A7PX-01	0.429646921	0.572747259	-0.143100338
TCGA-ED-A7PY-01	0.605850317	-0.814864448	1.420714765
TCGA-ED-A7PZ-01	0.695009767	-0.68050219	1.375511957
TCGA-ED-A7XO-01	-0.226274726	-0.405780141	0.179505415
TCGA-ED-A7XP-01	0.694783451	-0.354460694	1.049244145
TCGA-ED-A82E-01	0.75317093	-0.511313019	1.264483948
TCGA-ED-A8O5-01	0.7055697	-0.907048016	1.612617716
TCGA-ED-A8O6-01	0.541134318	-0.625987386	1.167121704
TCGA-ED-A97K-01	0.318178604	-0.63280594	0.950984544
TCGA-EP-A12J-01	0.633368041	-0.578346775	1.211714816
TCGA-EP-A12J-11	0.760387403	-0.819114109	1.579501512
TCGA-EP-A26S-01	0.811603249	-0.642696653	1.454299901
TCGA-EP-A26S-11	0.810339931	-0.678836806	1.489176736
TCGA-EP-A2KA-01	0.586810424	-0.539654621	1.126465045
TCGA-EP-A2KB-01	0.397748467	-0.885555079	1.283303546
TCGA-EP-A2KC-01	0.579660045	-0.538622262	1.118282307
TCGA-EP-A3JL-01	0.614193713	-0.592174674	1.206368387
TCGA-EP-A3RK-01	0.746309794	-0.732834552	1.479144346
TCGA-EP-A3RK-11	0.765358247	-0.844406344	1.609764591
TCGA-ES-A2HS-01	0.461232891	-0.683529768	1.144762658
TCGA-ES-A2HT-01	0.66464547	-0.708071384	1.372716854
TCGA-ES-A2HT-11	0.754970095	-0.506785555	1.26175565
TCGA-FV-A23B-01	0.415412018	-0.461279754	0.876691772
TCGA-FV-A23B-11	0.654473083	-0.62568122	1.280154303
TCGA-FV-A2QQ-01	0.796718286	-0.625965531	1.422683818
TCGA-FV-A2QR-01	0.519160246	0.410124494	0.109035751
TCGA-FV-A2QR-11	0.491942897	-0.792417753	1.28436065
TCGA-FV-A3I0-01	0.323425936	-0.546439125	0.869865061
TCGA-FV-A3I0-11	0.719057115	-0.676198641	1.395255755
TCGA-FV-A3I1-01	0.812647193	-0.478957285	1.291604478
TCGA-FV-A3I1-11	0.739566503	-0.65514624	1.394712743
TCGA-FV-A3R2-01	0.775064312	-0.665544057	1.440608369
TCGA-FV-A3R2-11	0.567438101	-0.660860321	1.228298422
TCGA-FV-A3R3-01	0.581612764	-0.652195212	1.233807976
TCGA-FV-A495-01	0.417613544	-0.602567041	1.020180586
TCGA-FV-A496-01	0.577639588	0.370461086	0.207178502
TCGA-FV-A4ZP-01	0.386892908	-0.644495318	1.031388226
TCGA-FV-A4ZQ-01	0.591763782	-0.544150889	1.135914671
TCGA-G3-A25S-01	0.490526049	-0.735895828	1.226421877
TCGA-G3-A25T-01	0.777051117	-0.557745504	1.33479662
TCGA-G3-A25U-01	0.552484156	-0.337039007	0.889523163
TCGA-G3-A25V-01	0.788403695	-0.533569033	1.321972728
TCGA-G3-A25X-01	0.275926444	-0.437064601	0.712991045
TCGA-G3-A25Y-01	0.438351795	-0.407426219	0.845778014
TCGA-G3-A25Z-01	0.757948429	-0.4909089	1.248857329
TCGA-G3-A3CG-01	0.825725332	-0.743263424	1.568988757
TCGA-G3-A3CH-01	0.736853575	-0.39230882	1.129162395
TCGA-G3-A3CH-11	0.585618196	-0.750611172	1.336229368
TCGA-G3-A3CI-01	0.620121917	-0.563109	1.183230917
TCGA-G3-A3CJ-01	0.595676825	-0.560976985	1.15665381
TCGA-G3-A3CK-01	0.658470612	-0.529764814	1.188235426
TCGA-G3-A5SI-01	0.417646349	0.287529301	0.130117049
TCGA-G3-A5SJ-01	0.375182188	0.315630268	0.05955192
TCGA-G3-A5SK-01	0.630437401	-0.395321781	1.025759182
TCGA-G3-A5SL-01	0.756289896	-0.725585053	1.481874949
TCGA-G3-A5SM-01	0.710952082	-0.391035336	1.101987418
TCGA-G3-A6UC-01	0.630603994	-0.519692637	1.150296631
TCGA-G3-A7M5-01	0.677684877	-0.54426822	1.221953096
TCGA-G3-A7M6-01	-0.39780272	-0.460304002	0.062501282
TCGA-G3-A7M7-01	0.667818724	-0.554493367	1.222312092
TCGA-G3-A7M8-01	0.788364335	-0.652011512	1.440375847
TCGA-G3-A7M9-01	0.718910227	0.360541302	0.358368925
TCGA-G3-AAUZ-01	0.281983878	-0.538735248	0.820719126
TCGA-G3-AAV0-01	0.282333324	-0.498979529	0.781312853
TCGA-G3-AAV1-01	0.64334602	-0.760250875	1.403596894
TCGA-G3-AAV2-01	0.434515511	-0.513910198	0.948425709
TCGA-G3-AAV3-01	0.604026834	-0.446731213	1.050758048
TCGA-G3-AAV4-01	0.599220282	-0.451847728	1.05106801
TCGA-G3-AAV5-01	0.648064206	-0.377948449	1.026012655
TCGA-G3-AAV6-01	0.512160797	-0.814705467	1.326866264
TCGA-G3-AAV7-01	0.449837886	0.831726445	-0.381888559
TCGA-GJ-A3OU-01	0.426972995	-0.472876706	0.899849701
TCGA-GJ-A6C0-01	-0.379376519	-0.474307113	0.094930594
TCGA-GJ-A9DB-01	0.521430371	-0.626915394	1.148345765
TCGA-HP-A5MZ-01	0.688230821	-0.813944065	1.502174886
TCGA-HP-A5N0-01	0.476811191	-0.388157492	0.864968683
TCGA-K7-A5RF-01	0.708998041	-0.571339012	1.280337054
TCGA-K7-A5RG-01	0.463668759	-0.291205007	0.754873766
TCGA-K7-A6G5-01	0.686066968	-0.574016524	1.260083492
TCGA-K7-AAU7-01	0.507189436	0.375213703	0.131975733
TCGA-KR-A7K0-01	0.676776196	0.34324458	0.333531616
TCGA-KR-A7K2-01	0.620521472	-0.587149018	1.20767049
TCGA-KR-A7K7-01	0.510416595	-0.75401722	1.264433815
TCGA-KR-A7K8-01	0.481454788	-0.70045271	1.181907498
TCGA-LG-A6GG-01	0.696182655	0.351860053	0.344322602
TCGA-LG-A9QC-01	0.752128376	-0.644462014	1.39659039
TCGA-LG-A9QD-01	0.735442496	-0.484578958	1.220021455
TCGA-MI-A75C-01	0.784239813	-0.569308153	1.353547966
TCGA-MI-A75E-01	0.541637379	0.33402731	0.207610069
TCGA-MI-A75G-01	0.619145453	-0.394897131	1.014042584
TCGA-MI-A75H-01	0.472930233	-0.476103095	0.949033328
TCGA-MI-A75I-01	0.643673903	-0.725858796	1.369532699
TCGA-MR-A520-01	0.78521266	-0.648594712	1.433807372
TCGA-MR-A8JO-01	0.716942334	-0.291776376	1.00871871
TCGA-NI-A4U2-01	0.730670655	0.386749127	0.343921527
TCGA-NI-A8LF-01	0.766752286	-0.740190872	1.506943158
TCGA-O8-A75V-01	0.60465917	-0.549807562	1.154466733
TCGA-PD-A5DF-01	0.566921662	-0.465267095	1.032188757
TCGA-QA-A7B7-01	0.562157152	-0.27236544	0.834522592
TCGA-RC-A6M3-01	0.515431414	0.840756557	-0.325325142
TCGA-RC-A6M4-01	0.593914247	-0.493974451	1.087888698
TCGA-RC-A6M5-01	0.761760965	0.360418835	0.40134213
TCGA-RC-A6M6-01	0.44674443	-0.386592378	0.833336808
TCGA-RC-A7S9-01	0.692804093	-0.467309529	1.160113622
TCGA-RC-A7SB-01	0.689236313	-0.419948746	1.10918506
TCGA-RC-A7SF-01	0.421761374	-0.462856918	0.884618292
TCGA-RC-A7SH-01	-0.322053888	-0.588664022	0.266610134
TCGA-RC-A7SK-01	0.553123962	-0.450889884	1.004013846
TCGA-RG-A7D4-01	0.665399407	-0.70214475	1.367544157
TCGA-T1-A6J8-01	0.732654254	-0.470593511	1.203247765
TCGA-UB-A7MA-01	0.170495028	0.389603142	-0.219108114
TCGA-UB-A7MB-01	0.59089811	0.571286923	0.019611187
TCGA-UB-A7MC-01	0.229394755	-0.472449261	0.701844016
TCGA-UB-A7MD-01	0.649603684	0.27891222	0.370691464
TCGA-UB-A7ME-01	0.339103058	-0.618262184	0.957365242
TCGA-UB-A7MF-01	0.546110381	-0.658624701	1.204735083
TCGA-UB-AA0U-01	0.539349885	-0.579705843	1.119055728
TCGA-UB-AA0V-01	0.818474753	-0.702590166	1.521064919
TCGA-WJ-A86L-01	-0.322028664	0.366741731	-0.688770395
TCGA-WQ-A9G7-01	0.341654853	-0.534318543	0.875973396
TCGA-WQ-AB4B-01	0.586513875	-0.579584627	1.166098502
TCGA-WX-AA44-01	0.395898838	-0.464645585	0.860544422
TCGA-WX-AA46-01	0.777315306	-0.639458698	1.416774004
TCGA-WX-AA47-01	0.700434862	-0.560226551	1.260661413
TCGA-XR-A8TC-01	0.588686271	-0.653933078	1.242619349
TCGA-XR-A8TD-01	0.657768219	-0.47356144	1.131329659
TCGA-XR-A8TE-01	0.793130747	-0.265999272	1.059130019
TCGA-XR-A8TF-01	0.53779532	-0.608020279	1.145815599
TCGA-XR-A8TG-01	0.327191609	0.317138323	0.010053286
TCGA-YA-A8S7-01	-0.319231746	0.412610289	-0.731842035
TCGA-ZP-A9CV-01	0.781650028	0.619557896	0.162092132
TCGA-ZP-A9CY-01	0.656448562	-0.356047955	1.012496517
TCGA-ZP-A9CZ-01	0.495420062	-0.43364061	0.929060672
TCGA-ZP-A9D0-01	0.61269475	-0.754393485	1.367088235
TCGA-ZP-A9D1-01	0.708703375	0.376026241	0.332677134
TCGA-ZP-A9D2-01	0.391034233	0.336274434	0.054759799
TCGA-ZP-A9D4-01	0.620202045	-0.620755338	1.240957382
TCGA-ZS-A9CD-01	0.621765884	-0.335242959	0.957008844
TCGA-ZS-A9CE-01	0.696317561	-0.66804931	1.36436687
TCGA-ZS-A9CF-01	-0.502900273	-0.597712158	0.094811885
TCGA-ZS-A9CF-02	-0.5524836	-0.604637096	0.052153496
TCGA-ZS-A9CG-01	0.695348388	-0.559672577	1.255020965
TCGA-3C-AAAU-01	-0.660749474	0.539347124	-1.200096598
TCGA-3C-AALI-01	-0.435780641	-0.830731383	0.394950742
TCGA-3C-AALJ-01	-0.693476709	-0.689047007	-0.004429702
TCGA-3C-AALK-01	-0.7606036	-0.580483753	-0.180119847
TCGA-4H-AAAK-01	-0.793080032	0.312289511	-1.105369543
TCGA-5L-AAT0-01	-0.723817935	-0.724328082	0.000510147
TCGA-5L-AAT1-01	-0.442372248	-0.337395138	-0.10497711
TCGA-5T-A9QA-01	-0.274868136	-0.626416019	0.351547882
TCGA-A1-A0SB-01	0.255160164	0.355325552	-0.100165388
TCGA-A1-A0SD-01	-0.561415214	0.505541608	-1.066956822
TCGA-A1-A0SE-01	-0.656474948	-0.43813577	-0.218339178
TCGA-A1-A0SF-01	-0.309747108	-0.56993985	0.260192742
TCGA-A1-A0SG-01	-0.546970102	-0.527618786	-0.019351316
TCGA-A1-A0SH-01	-0.787556613	0.67513371	-1.462690323
TCGA-A1-A0SI-01	-0.710386427	0.668866857	-1.379253284
TCGA-A1-A0SJ-01	-0.42357102	0.343555563	-0.767126583
TCGA-A1-A0SK-01	0.219618128	-0.346527526	0.566145654
TCGA-A1-A0SM-01	-0.613515248	0.791399967	-1.404915216
TCGA-A1-A0SN-01	-0.640401317	-0.600370625	-0.040030692
TCGA-A1-A0SO-01	-0.287711285	0.669218052	-0.956929336
TCGA-A1-A0SP-01	-0.392897012	0.741779438	-1.13467645
TCGA-A1-A0SQ-01	-0.536434704	-0.510401178	-0.026033526
TCGA-A2-A04N-01	-0.424504998	-0.30622742	-0.118277577
TCGA-A2-A04P-01	-0.522381557	0.337979574	-0.860361131
TCGA-A2-A04Q-01	-0.417201948	0.52623948	-0.943441428
TCGA-A2-A04R-01	-0.634395789	-0.757833398	0.123437609
TCGA-A2-A04T-01	-0.266536141	0.602290123	-0.868826264
TCGA-A2-A04U-01	-0.307760568	0.64423926	-0.951999828
TCGA-A2-A04V-01	-0.401661532	-0.33961966	-0.062041872
TCGA-A2-A04W-01	0.416346226	0.56464955	-0.148303325
TCGA-A2-A04X-01	-0.495657725	-0.761557774	0.265900049
TCGA-A2-A04Y-01	0.372735767	-0.671906493	1.04464226
TCGA-A2-A0CK-01	-0.693817689	-0.776038009	0.08222032
TCGA-A2-A0CL-01	-0.719377885	0.557227722	-1.276605607
TCGA-A2-A0CM-01	-0.488826933	0.880778887	-1.369605819
TCGA-A2-A0CO-01	-0.85817651	-0.289937633	-0.568238876
TCGA-A2-A0CP-01	-0.438063307	-0.478219523	0.040156216
TCGA-A2-A0CQ-01	-0.336240028	-0.692731615	0.356491586
TCGA-A2-A0CR-01	-0.63701264	-0.587339995	-0.049672645
TCGA-A2-A0CS-01	-0.426139079	-0.729664558	0.303525479
TCGA-A2-A0CT-01	-0.373529836	-0.494440721	0.120910885
TCGA-A2-A0CU-01	-0.536657149	-0.272400018	-0.264257131
TCGA-A2-A0CV-01	-0.30201753	-0.262140148	-0.039877382
TCGA-A2-A0CW-01	-0.393143617	-0.580783295	0.187639678
TCGA-A2-A0CX-01	-0.338886507	0.432805808	-0.771692315
TCGA-A2-A0CY-01	-0.523178835	-0.57696406	0.053785225
TCGA-A2-A0CZ-01	-0.585637503	-0.625252347	0.039614844
TCGA-A2-A0D0-01	0.536656999	0.796295817	-0.259638818
TCGA-A2-A0D1-01	-0.492539156	-0.585122246	0.09258309
TCGA-A2-A0D2-01	0.273455269	0.661936238	-0.388480969
TCGA-A2-A0D3-01	-0.300513037	-0.468431964	0.167918926
TCGA-A2-A0D4-01	-0.523406833	-0.324853964	-0.198552868
TCGA-A2-A0EM-01	-0.515850933	0.384383549	-0.900234482
TCGA-A2-A0EN-01	-0.554020787	0.475965954	-1.029986741
TCGA-A2-A0EO-01	-0.316116549	-0.499496811	0.183380262
TCGA-A2-A0EP-01	-0.499920317	-0.449819362	-0.050100955
TCGA-A2-A0EQ-01	-0.572892254	-0.535729594	-0.03716266
TCGA-A2-A0ER-01	-0.506293462	0.55340404	-1.059697502
TCGA-A2-A0ES-01	-0.510611295	0.456972292	-0.967583587
TCGA-A2-A0ET-01	0.189574458	0.549262139	-0.359687681
TCGA-A2-A0EU-01	0.349735648	0.595165458	-0.24542981
TCGA-A2-A0EV-01	-0.604942774	0.433214381	-1.038157155
TCGA-A2-A0EW-01	-0.511204619	0.343267869	-0.854472488
TCGA-A2-A0EX-01	-0.28095604	0.250795685	-0.531751725
TCGA-A2-A0EY-01	-0.426876418	-0.504176397	0.077299979
TCGA-A2-A0ST-01	-0.657816367	0.784329073	-1.442145439
TCGA-A2-A0SU-01	-0.522724449	-0.602060761	0.079336311
TCGA-A2-A0SV-01	0.391369726	-0.508990591	0.900360317
TCGA-A2-A0SW-01	-0.232609805	0.335741841	-0.568351646
TCGA-A2-A0SX-01	-0.70483949	0.813687068	-1.518526559
TCGA-A2-A0SY-01	-0.670036564	-0.814724294	0.14468773
TCGA-A2-A0T0-01	0.466218879	0.488351238	-0.022132359
TCGA-A2-A0T1-01	-0.36853232	-0.67467895	0.306146629
TCGA-A2-A0T2-01	-0.307859824	0.690580707	-0.998440531
TCGA-A2-A0T3-01	-0.773988231	-0.313942808	-0.460045423
TCGA-A2-A0T4-01	-0.6358076	-0.511338857	-0.124468743
TCGA-A2-A0T5-01	-0.591341384	0.354540445	-0.945881828
TCGA-A2-A0T6-01	-0.690688135	0.631998238	-1.322686373
TCGA-A2-A0T7-01	-0.567672347	-0.28964546	-0.278026887
TCGA-A2-A0YC-01	-0.57007062	-0.385468653	-0.184601966
TCGA-A2-A0YD-01	-0.632599561	0.435919417	-1.068518978
TCGA-A2-A0YE-01	-0.824194931	0.729165391	-1.553360322
TCGA-A2-A0YF-01	-0.270835909	-0.607356778	0.33652087
TCGA-A2-A0YG-01	-0.560551996	0.246341314	-0.80689331
TCGA-A2-A0YH-01	-0.373558405	-0.527484185	0.15392578
TCGA-A2-A0YI-01	-0.559142284	0.555295053	-1.114437337
TCGA-A2-A0YJ-01	-0.413664802	0.726644912	-1.140309714
TCGA-A2-A0YK-01	-0.421277176	0.589864937	-1.011142113
TCGA-A2-A0YL-01	-0.660042355	0.427363215	-1.087405571
TCGA-A2-A0YM-01	-0.781771367	0.785867369	-1.567638736
TCGA-A2-A0YT-01	-0.501929123	0.500652015	-1.002581138
TCGA-A2-A1FV-01	-0.314320476	0.456697854	-0.771018329
TCGA-A2-A1FW-01	-0.354603578	-0.429031836	0.074428259
TCGA-A2-A1FX-01	-0.565020427	-0.540629322	-0.024391106
TCGA-A2-A1FZ-01	-0.723568861	-0.623693992	-0.099874869
TCGA-A2-A1G0-01	-0.626398799	0.442480017	-1.068878816
TCGA-A2-A1G1-01	0.331680396	0.799399914	-0.467719519
TCGA-A2-A1G4-01	-0.517027789	0.513706912	-1.030734702
TCGA-A2-A1G6-01	0.318291146	0.343186608	-0.024895462
TCGA-A2-A259-01	-0.581436403	0.583337727	-1.16477413
TCGA-A2-A25A-01	-0.510013082	0.397767802	-0.907780883
TCGA-A2-A25B-01	-0.415146432	0.307697018	-0.72284345
TCGA-A2-A25C-01	-0.549721962	-0.602165079	0.052443116
TCGA-A2-A25D-01	0.567728752	-0.716796277	1.284525029
TCGA-A2-A25E-01	-0.478019403	-0.469352765	-0.008666638
TCGA-A2-A25F-01	0.357732277	0.700630702	-0.342898425
TCGA-A2-A3KC-01	-0.715582297	-0.786358557	0.07077626
TCGA-A2-A3KD-01	-0.796991966	-0.40088101	-0.396110956
TCGA-A2-A3XS-01	-0.435937664	-0.34467557	-0.091262094
TCGA-A2-A3XT-01	0.303232594	0.597555001	-0.294322406
TCGA-A2-A3XU-01	0.60416355	0.801836595	-0.197673045
TCGA-A2-A3XV-01	0.47484303	-0.527153238	1.001996268
TCGA-A2-A3XW-01	-0.667617938	-0.700643134	0.033025196
TCGA-A2-A3XX-01	-0.516923839	-0.631544979	0.11462114
TCGA-A2-A3XY-01	-0.302517744	0.649750306	-0.952268051
TCGA-A2-A3XZ-01	-0.350061159	0.388697747	-0.738758907
TCGA-A2-A3Y0-01	-0.31476927	0.670466512	-0.985235782
TCGA-A2-A4RW-01	-0.814265305	0.353065376	-1.167330681
TCGA-A2-A4RX-01	-0.550537846	0.879982855	-1.4305207
TCGA-A2-A4RY-01	-0.734971303	-0.575554953	-0.159416349
TCGA-A2-A4S0-01	-0.283324768	0.310783248	-0.594108016
TCGA-A2-A4S1-01	-0.620932956	0.367215363	-0.988148319
TCGA-A2-A4S2-01	-0.786580528	-0.398322209	-0.388258319
TCGA-A2-A4S3-01	-0.491748163	-0.731875237	0.240127074
TCGA-A7-A0CD-01	-0.375309353	0.34915192	-0.724461272
TCGA-A7-A0CE-01	0.325731132	-0.387329671	0.713060803
TCGA-A7-A0CE-11	-0.345596987	-0.629500145	0.283903159
TCGA-A7-A0CG-01	0.272457825	0.411717252	-0.139259427
TCGA-A7-A0CH-01	0.290370191	0.528819375	-0.238449184
TCGA-A7-A0CH-11	0.462681165	0.346646099	0.116035066
TCGA-A7-A0CJ-01	-0.426366704	0.354724144	-0.781090848
TCGA-A7-A0D9-01	0.529064423	0.548035948	-0.018971525
TCGA-A7-A0D9-11	0.591713842	0.438872286	0.152841556
TCGA-A7-A0DA-01	0.33287883	0.650419448	-0.317540617
TCGA-A7-A0DB-01	-0.326900773	-0.287762667	-0.039138106
TCGA-A7-A0DB-11	0.426324078	0.4787215	-0.052397422
TCGA-A7-A0DC-01	-0.279424295	-0.46741798	0.187993685
TCGA-A7-A0DC-11	0.452660353	0.407903572	0.044756781
TCGA-A7-A13D-01	-0.547644866	0.903863817	-1.451508684
TCGA-A7-A13E-01	-0.657245975	0.39032689	-1.047572865
TCGA-A7-A13E-11	0.658503914	0.614511331	0.043992583
TCGA-A7-A13F-01	-0.397292184	-0.616895929	0.219603745
TCGA-A7-A13F-11	0.483038427	0.311938631	0.171099795
TCGA-A7-A13G-01	-0.387407658	0.349616282	-0.73702394
TCGA-A7-A13G-11	0.755675797	0.325520393	0.430155405
TCGA-A7-A13H-01	-0.760563801	-0.412757392	-0.347806409
TCGA-A7-A26E-01	-0.44491353	0.532540593	-0.977454123
TCGA-A7-A26F-01	0.393583518	0.686458087	-0.292874568
TCGA-A7-A26G-01	0.287482202	0.678222049	-0.390739847
TCGA-A7-A26H-01	-0.815719964	0.575861337	-1.391581301
TCGA-A7-A26I-01	0.328170584	0.680056335	-0.351885751
TCGA-A7-A26J-01	-0.505010949	0.48634197	-0.991352919
TCGA-A7-A2KD-01	-0.762025375	0.514404869	-1.276430244
TCGA-A7-A3IY-01	-0.579098538	-0.553854632	-0.025243906
TCGA-A7-A3IZ-01	-0.722252914	0.433202403	-1.155455318
TCGA-A7-A3J0-01	-0.511191897	-0.423108426	-0.088083471
TCGA-A7-A3J1-01	-0.796744298	0.279980943	-1.076725241
TCGA-A7-A3RF-01	-0.282528301	0.296883317	-0.579411618
TCGA-A7-A425-01	-0.6093253	-0.774821805	0.165496505
TCGA-A7-A426-01	-0.882257267	-0.710831994	-0.171425273
TCGA-A7-A4SA-01	-0.636884774	-0.505411083	-0.131473692
TCGA-A7-A4SB-01	-0.745783228	-0.302308493	-0.443474735
TCGA-A7-A4SC-01	-0.515248933	0.35521401	-0.870462944
TCGA-A7-A4SD-01	-0.386005805	0.855058772	-1.241064577
